claim_id,claim,true_label
bioasq_145,Does cortical spreading depression appear in ischemic penumbra following ischemic stroke?,Supported
bioasq_146,Is phospholamban a regulatory/inhibitory protein of the Ca ATPase SERCA?,Supported
bioasq_147,Is Alpers disease inherited in an autosomal recessive mode?,Supported
bioasq_148,Is vemurafenib effective for hairy-cell leukemia?,Supported
bioasq_149,Is there an association between TERT promoter mutation and survival of glioma patients?,Supported
bioasq_150,Does ziconotide bind to N-type calcium channels?,Supported
bioasq_151,Is stop codon bypass possible?,Supported
bioasq_152,Is the protein β1-integrin recycled?,Supported
bioasq_153,Are BBS mutations involved in syndromic Hirschsprung disease?,Supported
bioasq_154,Is there any software for automated analysis of immuno-histochemistry images?,Supported
bioasq_155,Is TALEN being used on stem cells?,Supported
bioasq_156,Is there an association between bruxism and reflux,Supported
bioasq_157,Can a peptide aptamer be used as protein inhibitor?,Supported
bioasq_158,Are integrins part of the extracellular matrix?,Supported
bioasq_159,Is Calcium homeostasis important in cardiac physiology and pathophysiology?,Supported
bioasq_160,Is the gene DUX4 epigenetically regulated in somatic cells?,Supported
bioasq_161,Have hESC been tested for the treatment of age-related macular degeneration?,Supported
bioasq_162,Does d-tubocurarine (d-TC) induces irreversible inhibition of nicotinic acetylcholine receptor (nAChR) at the neuromuscular junction?,Refuted
bioasq_163,Is zyxin a focal adhesion protein?,Supported
bioasq_164,Could DNA (cytosine-5-)-methyltransferases serve as tumour markers?,Supported
bioasq_165,Is phospholamban phosphorylated by Protein kinase A?,Supported
bioasq_166,Are there telemedicine applications for chronic pain management?,Supported
bioasq_167,Is paramyxovirus involved in human subacute thyroiditis?,Refuted
bioasq_168,Is there any link between the aurora B kinase and the polycomb protein ring1B?,Supported
bioasq_169,Is CD99 encoded by MIC2 gene?,Supported
bioasq_170,Has the fungus Ashbya gossypii got many nuclei that share cytoplasm?,Supported
bioasq_171,Is microRNA(miRNA) 30 involved in post-ischemic cardiac remodeling?,Supported
bioasq_172,Is statin use associated with improved outcomes after aneurysmal subarachnoid hemorrhage?,Supported
bioasq_173,Does molindone affect body weight?,Supported
bioasq_174,Is the SDHAF2 gene  encoding a protein necessary for flavination of SDHA?,Supported
bioasq_175,Could Arimidex (anastrozole) cause hot flashes?,Supported
bioasq_176,Are Alu elements transcribed?,Supported
bioasq_177,Are chromomethylases present in animal genomes?,Refuted
bioasq_178,Is low T3 syndrome related with high BNP in cardiac patients?,Supported
bioasq_179,Is delayed enhancement documented in patients with non-ischemic dilated cardiomyopathy?,Supported
bioasq_180,Has overexpression of sirtuins been reported to increase lifespan in budding yeast (Saccharomyces cerevisiae)?,Supported
bioasq_181,Is TREM2 associated with Alzheimer's disease?,Supported
bioasq_182,Does the protein mTOR regulate autophagy?,Supported
bioasq_183,Has proteomics been used in the study of Pick's disease?,Supported
bioasq_184,Are there any urine biomarkers for bladder cancer diagnosis?,Supported
bioasq_185,Is signal transducer and activator of transcription-3 (STAT3) critical for tumor angiogenesis progression?,Supported
bioasq_186,Is sumoylation implicated in myogenesis?,Supported
bioasq_187,Is the Miller-Fisher syndrome considered to be a variant of Guillain-Barré?,Supported
bioasq_188,Is Ctf4 involved in sister chromatid cohesion establishment?,Supported
bioasq_189,Are retroviruses used for gene therapy?,Supported
bioasq_190,Do lincRNAs play a role in human cancer?,Supported
bioasq_191,Is there a phylogenetic analysis for HIV?,Supported
bioasq_192,Are there randomised controlled trials on sevoflurane?,Supported
bioasq_193,Can FOXOs modulate longevity?,Supported
bioasq_194,Is there an association between FGFR3 mutation and plagiocephaly?,Supported
bioasq_195,Are CD44 variants (CD44v) associated with poor prognosis of metastasis?,Supported
bioasq_196,Is Bladder training an effective method to treat  urge incontinence ?,Supported
bioasq_197,Do proton pump inhibitors affect thyroxine absorption?,Supported
bioasq_198,Is PER3 required for CHK2 activation in human cells?,Supported
bioasq_199,Are there any clinical trials of the effect of evening primrose oil on postmenopausal symptoms ?,Supported
bioasq_200,Is acid alpha-glucosidase the enzyme that causes Pompe disease when mutant?,Supported
bioasq_201,Is the optogenetics tool ChR2 light-sensitive?,Supported
bioasq_202,Is the Prostate- Specific Antigen (PSA) test relevant only for prostate cancer?,Refuted
bioasq_203,Is autism one of the characteristics of Moebius syndrome?,Supported
bioasq_204,Is Sarcolipin a regulatory/inhibitory protein of the Calcium ATPase SERCA?,Supported
bioasq_205,Is the circadian clock involved in ribosome biogenesis?,Supported
bioasq_206,Can mutations in Calmodulin cause ventricular fibrillation?,Supported
bioasq_207,Is rivaroxaban metabolized in kidneys?,Supported
bioasq_208,Is Hirschsprung disease one of the characteristics of the Mowat-Wilson syndrome?,Supported
bioasq_209,Is PLK2 involved in alpha-synuclein phosphorylation in the nervous system?,Supported
bioasq_210,Is insulin-like growth factor-I (IGF-I) able to affect tendon protein synthesis in classic Ehlers-Danlos syndrome patients?,Supported
bioasq_211,Does GC content vary markedly within a given isochore?,Refuted
bioasq_212,Is tubulin acetylation involved in cell motility?,Supported
bioasq_213,Can PLN mutations lead to dilated cardiomyopathy?,Supported
bioasq_214,Is corpus callosum involved in the Mowat–Wilson syndrome?,Supported
bioasq_215,Can NXY-059 be used for treatment of acute ischemic stroke patients?,Refuted
bioasq_216,Is flibanserin effetive for Hypoactive Sexual Desire Disorder? ,Supported
bioasq_217,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,Refuted
bioasq_218,Is protein CXCR4 used as a prognostic marker of cancer?,Supported
bioasq_219,Is transcapillary  albumin escape altered in diabetic patients?,Supported
bioasq_220,Are conserved noncoding elements associated with developmental genes?,Supported
bioasq_221,Is myasthenia gravis associated with osteoporosis?,Supported
bioasq_222,Does a selective sweep increase genetic variation?,Refuted
bioasq_223,Is indicated the use of antioxidant supplements in patients at risk for coronary artery disease?,Refuted
bioasq_224,Is there evidence to suggest that triiodothyronine has neuroprotective properties in traumatic brain injury?,Supported
bioasq_225,Is Lysine-specific demethylase 1 (LSD1) a critical regulator of hematopoiesis?,Supported
bioasq_226,Is K-63 linked protein ubiquitination related to proteasomal degradation?,Refuted
bioasq_227,Could transcription factors act as cell-cell signalling molecules?,Supported
bioasq_228,is pharmacological treatment of subclinical hypothyroidism effective in reducing cardiovascular events?,Refuted
bioasq_229,"Could Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT)
cause sudden cardiac death?",Supported
bioasq_230,Are histone deacetylase (HDAC) inhibitors good candidates to control metastasis of solid tumors?,Supported
bioasq_231,Is muscle lim protein (MLP) involved in cardiomyopathies?,Supported
bioasq_232,Have 5q35 microdeletions been implicated in Sotos syndrome development?,Supported
bioasq_233,Is metabolic syndrome related with cardiovascular disease?,Supported
bioasq_234,Is there any functional association during viral replication between flaviviridae viral RNA depended RNA polymerase and viral helicase?,Supported
bioasq_235,Are defects in recombination repair involved in carcinogenesis?,Supported
bioasq_236,Are seizures among the neurological symptoms of incontinentia pigmenti?,Supported
bioasq_237,Is there a genome-wide technique for the detection of R-loop formation?,Supported
bioasq_238,Can bioprinting use human cells?,Supported
bioasq_239,Is transcription-associated mutagenesis (TAM) related to gene expression levels?,Supported
bioasq_240,Is there a pharmacogenetic test for trastuzumab?,Supported
bioasq_241,Do carmustine wafers improve survival of glioblastoma patients?,Supported
bioasq_242,Is Dicer part of the RISC loading complex?,Supported
bioasq_243,Is hypersensitivity to DNA crosslinking agents a hallmark of Fanconi anemia?,Supported
bioasq_244,Have C12orf65 mutations been associated with axonal neuropathy and optic atrophy?,Supported
bioasq_245,Are psammoma bodies characteristic to meningiomas?,Supported
bioasq_246,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,Supported
bioasq_247,Can fetal aneuploidy be detected with non-invasive prenatal testing?,Supported
bioasq_248,Is dichlorphenamide effective for periodic paralysis?,Supported
bioasq_249,Is nivolumab used for treatment of Non–Small-Cell Lung Cancer?,Supported
bioasq_250,Does  thyroid hormone receptor beta1 affect insulin secretion?,Refuted
bioasq_251,Does replication timing affect the rate of somatic mutations?,Supported
bioasq_252,Is NOD1 activated in inflammation?,Supported
bioasq_253,Does the histidine-rich Ca-binding protein (HRC) interact with triadin?,Supported
bioasq_254,Does magnesium sulfate improve outcomes of subarachnoid hemorrhage patients?,Refuted
bioasq_255,Are there plasma membrane receptors for thyroid hormones?,Supported
bioasq_256,Does Rad9 interact with Aft1 in S.cerevisiae?,Supported
bioasq_257,Are there any desmins present in plants?,Refuted
bioasq_258,Are viruses involved in the etiology of human subacute thyroiditis?,Supported
bioasq_259,Is miR-126 involved in heart failure?,Supported
bioasq_260,Does resveratrol reduce cardiac remodeling?,Supported
bioasq_261,Is oxalate renal excretion increased after bariatric surgery?,Supported
bioasq_262,Is there a role for transcription factories in genome organization?,Supported
bioasq_263,Is the length of the poly(A) tail involved in human disease?,Supported
bioasq_264,Are patients with marfan syndrome at increased risk of arrhythmias?,Supported
bioasq_265,Do selenoproteins and selenium play a role in prostate cancer prevention?,Refuted
bioasq_266,Has protein citrullination been implicated in rheumatoid arthritis?,Supported
bioasq_267,Do R-loops tend to form at sites of DNA replication?,Supported
bioasq_268,Is selenium deficiency involved in autoimmune thyroid disease?,Supported
bioasq_269,Is it safe to use Abatacept during pregnancy?,Refuted
bioasq_270,Is STAT3 involved in EIF2AK2-dependent suppression of autophagy?,Supported
bioasq_271,Are CTCF and BORIS involved in genome regulation and cancer?,Supported
bioasq_272,Are Sidekick proteins members of the immunoglobulin superfamily?,Supported
bioasq_273,Is there a relationship between junctin and ryanodine receptors?,Supported
bioasq_274,Have mutations in the ZEB2 gene been found in any human syndrome?,Supported
bioasq_275,Is JTV519 (K201) a potential drug for the prevention of arrhythmias?,Supported
bioasq_276,Are the Fanconi anemia genes a part of the same signalling pathway?,Supported
bioasq_277,Are there clinical trials using stem cells for the treatment of cardiac disease?,Supported
bioasq_278,Is DNA methylation an epigenetic modification of chromatin related to gene expression?,Supported
bioasq_279,Is Growth factor independence 1b (GFI1B) important for hematopoiesis?,Supported
bioasq_280,Has Revlimid been approved by the US Food and Drug Administration?,Supported
bioasq_281,Has single guide RNA been used on human cells?,Supported
bioasq_282,Is Fibroblast Growth Factor 23 a phosphaturic hormone?,Supported
bioasq_283,Is amoxicillin used for treatment of malnutrition in children?,Supported
bioasq_284,Is it possible to purify pseudopodia to be used for proteomic analysis?,Supported
bioasq_285,Is  farnesoid X receptor (FXR) a nuclear receptor?,Supported
bioasq_286,Are DNA helicases involved in progeroid syndromes?,Supported
bioasq_287,Is there association of matrix metalloproteinases with behaviour of pituitary adenomas?,Supported
bioasq_288,Is Vitamin D deficiency in pregnant women associated with gestational diabetes?,Supported
bioasq_289,Does Chromatin Immunoprecipitation (ChIP) show a bias for highly expressed loci?,Supported
bioasq_290,Is clathrin involved in E-cadherin endocytosis?,Supported
bioasq_291,Is Propofol used for short-term sedation?,Supported
bioasq_292,Does splicing occur co-transcriptionally?,Supported
bioasq_293,Are there clinical trials on stem cells in multiple sclerosis,Supported
bioasq_294,Are piRNAs involved in gene silencing?,Supported
bioasq_295,Can RG7112 inhibit MDM2?,Supported
bioasq_296,Are there any specific antidotes for dabigatran?,Refuted
bioasq_297,Are there any Decision support systems for chronic pain management ?,Supported
bioasq_298,Does amiodarone affect thyroid hormone receptors in the myocardium?,Supported
bioasq_299,Does thyroid hormone affect cardiac remodeling?,Supported
bioasq_300,Are there any HCV replication inhibitors available?,Supported
bioasq_301,Is cocaine use associated with increased risk for intracerebral hemorrhage?,Supported
bioasq_302,Is miR-21 related to carcinogenesis?,Supported
bioasq_303,Are thyroid hormone receptor alpha1 mutations  implicated in thyroid hormone resistance syndrome?,Supported
bioasq_304,Is PLK2 involved in alpha-synuclein phosphorylation in Parkinson disease?,Supported
bioasq_305,Is there evidence for somatic mosaicism in Tuberous Sclerosis?,Supported
bioasq_306,Does smoking increase risk for glioblastoma?,Refuted
bioasq_307,Is Wnt16b secreted in response to chemotherapy?,Supported
bioasq_308,Do DNA double-strand breaks play a causal role in carcinogenesis?,Supported
bioasq_309,Do conserved noncoding elements co-occur with matrix-attachment regions?,Supported
bioasq_310,Are Drosophila ultraconserved elements candidate ncRNAs?,Supported
bioasq_311,Does surgery for ovarian endometriomas improve fertility?,Supported
bioasq_312,Are ACTA1 (alpha actin) and NEB (nebulin) genes related to nemaline myopathy?,Supported
bioasq_313,Could RG7112 be used as cancer therapy?,Supported
bioasq_314,Does thyroid hormone affect cardiac remodeling ?,Supported
bioasq_315,Is armodafinil used for treatment of insomnia?,Refuted
bioasq_316,Are there currently applications of deep learning in genomics?,Supported
bioasq_317,Are CpG islands located close to housekeeping genes?,Supported
bioasq_318,Is COL5A2 gene associated to ischemic heart disease?,Supported
bioasq_319,Have microRNAs been implicated in pharmacogenomics? ,Supported
bioasq_320,Is nicotinamide effective for skin cancer prevention?,Supported
bioasq_321,Do Parkinson's disease patients experience stridor?,Supported
bioasq_322,Is there an association between serum interleukin-6 concentrations and outcomes of stroke patients?,Supported
bioasq_323,Could bioprinting be used in regenerative medicine against bone disease?,Supported
bioasq_324,Is macroautophagy a selective degradation process?,Supported
bioasq_325,Is there any link between conserved noncoding elements and alternative splicing in vertebrates?,Supported
bioasq_326,Is muscle regeneration possible in mdx mice with the use of induced mesenchymal stem cells?,Supported
bioasq_327,Is the SDHAF2 gene encoding a protein necessary for flavination of SDHA?,Supported
bioasq_328,Is zolpidem an antibiotic?,Refuted
bioasq_329,Can desvenlafaxine be used at a dose of 50mg/day?,Supported
bioasq_330,Can ferric carboxymaltose be used to treat anemia in inflammatory bowel disease patients?,Supported
bioasq_331,Is there any association of the chromosomal region harboring the gene ITIH3 with schizophrenia?,Supported
bioasq_332,Is the regulation of Vsr endonuclease independent of the growth phase of bacteria?,Refuted
bioasq_333,Are there interactomes available for POU5F1 and SOX2?,Supported
bioasq_334,Is Rheumatoid Arthritis related to myopathy?,Supported
bioasq_335,Is EZH2 associated with prostate cancer?,Supported
bioasq_336,Is there any cross-talk between the Wnt and the Akt pathways?,Supported
bioasq_337,Has the protein GFP been used in transgenesis for live protein imaging?,Supported
bioasq_338,Is the Snord116 cluster associated with the Prader-Willi syndrome?,Supported
bioasq_339,Is poly (ADP- ribosylation) involved in transcriptional control?,Supported
bioasq_340,Is nimodipine recommended for prevention of vasospasm in aneurysmal subarachnoid hemorrhage patients?,Supported
bioasq_341,Is lenvatinib effective for thyroid cancer?,Supported
bioasq_342,Was tamoxifen tested for treatment of glioma patients?,Supported
bioasq_343,Are there any animal models for Niemann-Pick C1 disease?,Supported
bioasq_344,Does HER2 under-expression lead to favorable response to trastuzumab?,Refuted
bioasq_345,Is the PTPN22 gene a biomarker for rheumatoid arthritis?,Supported
bioasq_346,Can administration of the thyrotropin releasing hormone reduce fatigue in cancer patients?,Supported
bioasq_347,Is curcumin a phytochemical?,Supported
bioasq_348,Is Fanconi anemia presented as a genetically and clinically heterogeneous disease entity?,Supported
bioasq_349,Is there evidence for de novo genesis of enhancers in vertebrates?,Supported
bioasq_350,Is TNNI3K a cardiac-specific protein?,Supported
bioasq_351,Is factor XI deficient in Hemophilia C?,Supported
bioasq_352,Are EDNRB mutations involved in the development of Hirschsprung disease?,Supported
bioasq_353,Can the apoptosis regulator BAX trigger the release of cytochrome c?,Supported
bioasq_354,Are optogenetics tools used in the study and treatment of epilepsy?,Supported
bioasq_355,Is micro RNA 1 (miR-1) implicated in cardiac arrhythmias?,Supported
bioasq_356,Are there Conserved Noncoding Elements (CNEs) in invertebrate genomes?,Supported
bioasq_357,Does thyroid hormone signaling affect microRNAs expression in the heart?,Supported
bioasq_358,Do all archaea possess multiple origins of DNA replication?,Refuted
bioasq_359,Is p100 the precursor protein molecule of the NF-kappaB transcription factor subunit p50?,Refuted
bioasq_360,Is there a difference in the rate between gene fusion and gene fission?,Supported
bioasq_361,Can cognitive behavioral therapy improve fatigue in cancer patients?,Supported
bioasq_362,Is protein Fbw7 a SCF type of E3 ubiquitin ligase?,Supported
bioasq_363,Is there increased incidence of incontinence in athletes?,Supported
bioasq_364,Are there enhancer RNAs (eRNAs)?,Supported
bioasq_365,Are conserved noncoding elements associated with the evolution of animal body plans?,Supported
bioasq_366,Are DNA methylation maps applicable to the diagnosis of non-small-cell lung carcinomas?,Supported
bioasq_367,Is the protein product of the cylindromatosis gene (CYLD) a deubiquitinating enzyme?,Supported
bioasq_368,Has the presence of delayed enhancement been documented in athletes performing strenuous exercise?,Supported
bioasq_369,Is triadin involved in cardiac function?,Supported
bioasq_370,Is Mammaprint approved by the United States Food and Drug Administration?,Supported
bioasq_371,Is HER2 active only when it dimerizes?,Supported
bioasq_372,Are microRNA (miR) regulated through DNA methylation of their promoters?,Supported
bioasq_373,Are nucleosomes positioned at DNA replication origins?,Refuted
bioasq_374,Does nimotuzumab improve survival of glioblastoma patients?,Supported
bioasq_375,Is there a relation between ANP and transcapillary albumin escape?,Supported
bioasq_376,Can chronological age be predicted by measuring telomere length?,Refuted
bioasq_377,Is there an association between c-reactive protein concentrations and outcomes of subarachnoid hemorrhage patients? ,Supported
bioasq_378,Can RNASeq be used for the analysis of nascent transcripts?,Supported
bioasq_379,Do RNA:DNA hybrids preferentially form in high or low GC regions?,Supported
bioasq_380,Are shadow enhancers associated with development?,Supported
bioasq_381,Does prudent diet reduce cardiovascular risk?,Supported
