claim_id,claim,true_label
scifact_77,Active Ly49Q prevents neutrophil polarization.,Refuted
scifact_78,Active caspase-11 participate in regulating phagosome-lysosome fusion.,Supported
scifact_79,Active caspase-11 protein promotes pyroptosis.,Supported
scifact_86,Adult tissue-resident macrophages are seeded before birth.,Supported
scifact_88,Adult tissue-resident macrophages possess a self-renewing capacity.,Supported
scifact_93,Aggravated inflammation is dependent on NLRP3 inflammasome activation.,Supported
scifact_98,Alirocumab treatment reduces apo(a) fractional clearance rate.,Refuted
scifact_67,Activated Cdk5 phosphorylates the ATM protein in response to DNA damage.,Supported
scifact_68,Activated Cdk5 regulates DNA damage-induced neuronal death.,Supported
scifact_69,Activation of PPM1D enhances p53 function.,Refuted
scifact_71,Activation of the Rac1 homolog CED-10 kills viable cells in SRGP-1 mutant Caenorhabditis elegans.,Supported
scifact_1290,There is an inverse relationship between hip fractures and statin use.,Supported
scifact_104,Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.,Refuted
scifact_105,Alteration of origin firing causes changes in termination zones of Okazaki fragments.,Refuted
scifact_106,Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.,Refuted
scifact_108,Amitriptyline is an effective treatment for chronic tension-type headaches.,Supported
scifact_109,An M2-like phenotype in brown adipose tissue macrophages is quickly induced by cold exposure.,Supported
scifact_111,Androgenetic haploid mouse embryonic stem cells (ESCs) can be derived and genetically manipulated in vitro.,Supported
scifact_112,Angiotensin converting enzyme inhibitors are associated with decreased risk for functional renal insufficiency.,Refuted
scifact_114,Anthrax spores are very difficult to dispose once they are dispersed.,Supported
scifact_116,Anthrax spores remain deadly until affected areas are decontaminated.,Supported
scifact_119,Antidepressants increase the severity of migraines.,Refuted
scifact_1270,The risk of male prisoners harming themselves is ten times that of female prisoners.,Refuted
scifact_1271,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,Supported
scifact_1273,The sliding activity of kinesin-8 protein Kip3 promotes bipolar spindle assembly.,Supported
scifact_1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,Supported
scifact_1185,The US health care system can save up to $750 million if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,Supported
scifact_1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,Supported
scifact_123,Antiretroviral therapy increases rates of tuberculosis across a broad range of CD4 strata.,Refuted
scifact_138,Asymptomatic visual impairment screening in elderly populations leads to improved vision.,Refuted
scifact_144,Autologous transplantation of mesenchymal stem cells has better graft function than induction therapy with anti-interleukin-2 receptor antibodies.,Supported
scifact_149,Autophagy deficiency in the liver increases vulnerability to insulin resistance.,Refuted
scifact_159,BRCA 1 mutation carriers' risk of breast and ovarian cancer depends on where the mutation is located.,Supported
scifact_160,Bacterial meningitis can be diagnosed on the basis of positive cerebrospinal fluid (CSF) cultures.,Supported
scifact_164,Bariatric surgery increases rates of colorectal cancer.,Supported
scifact_165,Bariatric surgery increases rates of postmenopausal breast cancer.,Supported
scifact_166,Bariatric surgery leads to negative outcomes in mental health.,Refuted
scifact_120,Antidepressants reduce the severity of migraines.,Supported
scifact_121,Antimicrobial agents are less effective due to the pressure of antimicrobial usage.,Supported
scifact_122,Antimicrobial agents are more effective due to the pressure of antimicrobial usage.,Refuted
scifact_1262,The repair of Cas9-induced double strand breaks in human DNA is error-prone.,Supported
scifact_1266,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",Supported
scifact_169,Bariatric surgery reduces postmenopausal breast cancer.,Refuted
scifact_172,Basophils promote disease development in patients with systemic lupus erythematosus (SLE).,Supported
scifact_177,Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.,Supported
scifact_178,Birth-weight is negatively associated with breast cancer.,Refuted
scifact_152,B cells go though plasmablast differentiation and antibody production by continuous expression of EBI2.,Supported
scifact_155,BCL-2 activation antagonizes the apoptotic effects of c-Myc.,Supported
scifact_156,BCL-2 promotes the apoptotic effects of c-Myc.,Refuted
scifact_157,BLM gene encodes RecQ-class DNA helicase.,Supported
scifact_221,Ca2+ cycling is a UCP1-dependent thermogenic mechanism.,Refuted
scifact_181,Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 prevents TDP-43-induced neuronal loss.,Supported
scifact_184,Bone marrow cells don't contribute to adult macrophage compartments.,Supported
scifact_189,Broadly HIV-1 Neutralizing Antibodies (bnAb) 10EB have no affinity for phospholipids.,Supported
scifact_196,C2 works synergistically with A-769662 to activate dephosphorylated AMPK.,Supported
scifact_197,CCL19 is a ligand for CCR7.,Supported
scifact_200,"CD28 initiates tonic signaling in conventional T cells, which causes an exhaustion phenotype and limited efficiency.",Supported
scifact_201,CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.,Supported
scifact_167,Bariatric surgery leads to positive outcomes in mental health.,Supported
scifact_168,Bariatric surgery reduces colorectal cancer.,Refuted
scifact_203,CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.,Refuted
scifact_1202,The center of the granuloma in an immune cell induces a pro-inflammatory immune response.,Supported
scifact_1216,The extracellular domain of TMEM27 is cleaved in human beta cells.,Supported
scifact_1221,The genomic aberrations found in matasteses are very similar to those found in the primary tumor.,Refuted
scifact_1225,The locus rs647161 is associated with colorectal carcinoma.,Supported
scifact_1137,TNFAIP3 is a tumor suppressor in glioblastoma.,Refuted
scifact_1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,Refuted
scifact_1144,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,Refuted
scifact_210,COPI coatmer is involved in lipid homeostasis.,Supported
scifact_220,Ca2+ cycling controls whole-body energy homeostasis in beige fat.,Supported
scifact_222,Ca2+ cycling is a UCP1-independent thermogenic mechanism.,Supported
scifact_223,Cancer cells can stimulate the accumulation of intra-tumoural myeloid-derived suppressor cells by promoting granulocyte colony stimulating factor production.,Supported
scifact_227,Cancers that initially benefit from epidermal growth factor receptor targeted therapies later become refractory through several mechanisms.,Supported
scifact_228,Cardiac tissue-resident macrophages directly contribute to electrical activity.,Supported
scifact_235,Cell autonomous sex determination in somatic cells occurs in Galliformes.,Supported
scifact_1146,Teaching hospitals do not provide better care than non-teaching hospitals.,Supported
scifact_1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,Supported
scifact_1163,The DdrB protein from Deinococcus radiodurans is an alternative SSB.,Supported
scifact_1180,The PRR MDA5 is a sensor of RNA virus infection.,Supported
scifact_1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,Supported
scifact_1088,Silencing of Bcl2 is important for the maintenance and progression of tumors.,Refuted
scifact_1089,Smc5/6 engagment drives the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,Supported
scifact_250,Chenodeoxycholic acid treatment decreases brown adipose tissue activity.,Refuted
scifact_251,Chenodeoxycholic acid treatment increases brown adipose tissue activity.,Supported
scifact_256,Chlamydia trachomatis is most prevalent in the UK among sexually-experienced individuals aged 16 to 24.,Supported
scifact_258,"Cholesterol loading induces KLF4 expression in VSMCs, resulting in the expression of pro-inflammatory cytokines.",Supported
scifact_265,Clathrin stabilizes the spindle fiber apparatus during mitosis.,Supported
scifact_266,Cnn1 recruitment varies with cell cycle timing.,Supported
scifact_267,Cognitive behavioral therapy is an ineffective treatment for insomnia,Refuted
scifact_272,Combination nicotine replacement therapies with varenicline or bupropion are more effective after 12 weeks of reatment compared to varenicline monotherapy.,Supported
scifact_277,"Commelina yellow mottle virus (ComYMV) has three typical badnavirus ORFs, capable of encoding proteins 23, 15, and 216 kD.",Supported
scifact_278,Commelina yellow mottle virus' (ComYMV) genome consists of 2140 baise pairs.,Refuted
scifact_241,Cellular clocks are associated with mitosis timing in NIH 3T3 cells.,Supported
scifact_242,Cellular clocks are not predictive of mitosis timing in NIH 3T3 cells.,Refuted
scifact_243,"Cellular differentiation of embryonic stem cells is accompanied by changes in replication timing, transcription and nuclear localization.",Supported
scifact_245,Charcoal is an effective treatment for acute paraquat poisoning.,Refuted
scifact_246,Charcoal shows no benefit for acute paraquat poisoning.,Supported
scifact_286,Converting apoE4 to apoE3 by gene editing prevents the pathology associated with apoE4 in human iPSCderived neurons.,Supported
scifact_287,Converting apoE4 to apoE3 by gene editing worsens the pathology associated with apoE4 in human iPSCderived neurons.,Refuted
scifact_290,Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.,Refuted
scifact_292,Cost effectiveness evaluations based on cRCT data lack external validity.,Supported
scifact_296,Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.,Supported
scifact_299,Cytochrome c is transferred from cytosol to the mitochondrial intermembrane space during apoptosis.,Refuted
scifact_263,Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.,Refuted
scifact_264,Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to perpetuate the inflammatory cycle via induction of autoantibodies.,Supported
scifact_1107,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,Supported
scifact_1110,Suboptimal nutrition is not predictive of chronic disease,Refuted
scifact_1121,Synaptic activity enhances local release of brain derived neurotrophic factor from postsynaptic dendrites.,Supported
scifact_1130,T regulatory cells (tTregs) lacking αvβ8 are more adept at suppressing pathogenic T-cell responses during active inflammation.,Refuted
scifact_1132,TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.,Supported
scifact_985,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,Supported
scifact_993,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,Refuted
scifact_1012,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,Supported
scifact_1019,Rapid phosphotransfer rates govern fidelity in two component systems,Supported
scifact_309,DUSP4 increases apoptosis.,Supported
scifact_317,Decreased diastolic blood pressure (DBP) is associated with abdominal aortic aneurysm.,Refuted
scifact_330,Deltex has no known interactions with eIF3f.,Refuted
scifact_280,Comparative transcriptome analysis identified new platelet proteins with structural features suggesting a role in platelet function.,Supported
scifact_283,Consumption of whole fruits increases the risk of type 2 diabetes.,Refuted
scifact_334,Depletion of nitric oxide is responsible for vasospasm.,Supported
scifact_335,Deregulation of HAND2 is a crucial step in endometrial carcinogenesis in mice.,Supported
scifact_339,Dexamethasone increases risk of postoperative bleeding.,Supported
scifact_340,Diabetes remission occurs less in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.,Supported
scifact_305,DRD1 proteins enable Pol V transcription in vivo.,Supported
scifact_306,DUSP4 decreases apoptosis.,Refuted
scifact_308,DUSP4 downregulation deactivates the Ras-ERK pathway,Refuted
scifact_1104,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,Supported
scifact_341,Diabetes remission occurs more in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.,Refuted
scifact_342,Diabetic patients with acute coronary syndrome experience decreased short-term and long-term risk for bleeding events.,Refuted
scifact_346,Differentiation of progenitor cells to myeloid cells is skewed upon activation of insulin signaling.,Refuted
scifact_347,Differentiation of progenitor cells to myeloid cells is skewed when insulin signaling is suppressed.,Supported
scifact_349,Diminished ovarian reserve is a reliable indicator of infertility in a non-infertile population.,Refuted
scifact_355,Drosophila supracellular actomyosin structures are found at boundaries in wing imaginal discs.,Supported
scifact_331,Deltex interacts with eIF3. There is no known interaction between Deltex and elF3,Refuted
scifact_332,Depletion of T-helper 17 (Th17) cells during simian immunodeficiency virus (SIV) infection decreases dissemination of Salmonella Typhimurium from the gut.,Refuted
scifact_333,Depletion of T-helper 17 (Th17) cells during simian immunodeficiency virus (SIV) infection increases dissemination of Salmonella Typhimurium from the gut.,Supported
scifact_1062,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,Supported
scifact_922,Patients in stable partnerships have a faster progression from HIV to AIDS.,Refuted
scifact_936,Peroxynitrite is required for nitration of TCR/CD8.,Supported
scifact_957,Podocytes are motile and migrate in the presence of injury.,Supported
scifact_960,Polymeal nutrition reduces cardiovascular mortality.,Supported
scifact_366,ERAP1 SNPs are epistatic to HLA alleles for ankylosing spondylitis.,Supported
scifact_367,Early patent ductus ateriosus (PDA) screening decreases in-hospital mortality.,Supported
scifact_368,Early patent ductus ateriosus (PDA) screening increases in-hospital mortality.,Refuted
scifact_369,"Ectopic expression of Sall4, Nanog, Esrrb, and Lin28 generates induced pluripotent stem cells from mouse embryonic fibroblasts more efficiently than other factor combinations.",Supported
scifact_375,Elevated cell-free mitochondrial DNA levels are associated with mortality.,Supported
scifact_378,Energy balance requires hypothalamic glutamate neurotransmission.,Supported
scifact_356,Dscam1 acts as a hypervariable pattern-recognition receptor for the immune system.,Supported
scifact_1020,Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.,Supported
scifact_1021,Rapid up-regulation and higher basal expression of interferon-induced genes reduce survival of granule cell neurons that are infected by West Nile virus.,Refuted
scifact_1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,Supported
scifact_1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,Refuted
scifact_1041,Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.,Refuted
scifact_1049,Ribosomopathies have a low degree of cell and tissue specific pathology.,Refuted
scifact_379,Enhanced early production of inflammatory chemokines damages viral control in the lung.,Refuted
scifact_381,Environmental factors can influence the development of breast cancer.,Supported
scifact_382,Environmentally-induced senescence is mimicked in disease modeling by adding specific molecules to the culture system.,Supported
scifact_370,Egr2 regulates the homeostasis of B and T cells.,Supported
scifact_371,Egr3 regulates the homeostasis of B and T cells.,Supported
scifact_372,Eilat virus (EILV) produced in mosquitos elicits rapid and long-lasting neutralizing antibodies in nonhuman primates.,Supported
scifact_396,Exercise increases cancer mortality rates among Chinese citizens.,Refuted
scifact_397,Exercise reduces cancer mortality rates among Chinese citizens.,Supported
scifact_400,Exposure to fine particulate air pollution is unrelated to anxiety prevalence.,Refuted
scifact_971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,Supported
scifact_982,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,Supported
scifact_879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,Refuted
scifact_880,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,Supported
scifact_882,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,Refuted
scifact_903,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,Refuted
scifact_414,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for Alzheimer's disease.,Supported
scifact_416,Female carriers of the Apolipoprotein E4 (APOE4) allele have longer lifetime exposure to estrogen due to an increased reproductive period.,Supported
scifact_417,Female carriers of the Apolipoprotein E4 (APOE4) allele have shorter lifetime exposure to estrogen due to a decreased reproductive period.,Refuted
scifact_420,Fibroblast growth factor 21 protects against atherosclerosis by modulating adiponectin and SREBP2 levels.,Supported
scifact_426,Forkhead 0 (fox0) transcription factors are involved in apoptosis.,Supported
scifact_428,Forkhead 0 (fox0) transcription factors are involved in cellular differentiation.,Supported
scifact_394,Excess gestational weight gain is associated with obesity-related pregnancy outcomes.,Supported
scifact_444,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,Supported
scifact_445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,Supported
scifact_447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,Refuted
scifact_448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,Supported
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,Refuted
scifact_413,Female carriers of the Apolipoprotein E4 (APOE4) allele have decreased risk for dementia.,Refuted
scifact_967,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,Supported
scifact_454,General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.,Refuted
scifact_455,Genes involved in pre-mRNA splicing have a significant impact on genome stability.,Supported
scifact_458,Genetic deficiency of mast cells leads to decreased weight gain in a mouse model of diet-induced obesity.,Supported
scifact_461,Genetic deletion of JAM-A increases gut permeability.,Supported
scifact_463,Genomic aberrations of metastases provide information for targeted therapy.,Supported
scifact_466,Genomic sequences involved in alternative splicing responsible for Hutchinson-Gilford progeria syndrome (HGPS) are abundant in the ''progerinonly'' allele of Lmna knock-in models.,Refuted
scifact_469,Glial calcium waves influence seizures.,Supported
scifact_470,"Glioblastoma multiforme (GBM) is characterized by extensive invasion, rapid growth, necrosis, and angiogenesis.",Supported
scifact_479,Gpr124 increases BBB breakdown in mouse models of ischemic stroke.,Refuted
scifact_480,Gpr124 suppresses BBB breakdown in mouse models of ischemic stroke.,Supported
scifact_430,FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).,Refuted
scifact_432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,Supported
scifact_441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,Supported
scifact_904,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,Supported
scifact_911,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,Supported
scifact_921,Participating in six months of physical activity improves cognitive functioning.,Supported
scifact_847,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,Refuted
scifact_852,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,Refuted
scifact_859,Normal expression of RUNX1 has tumor-promoting effects.,Refuted
scifact_873,Obesity is determined solely by environmental factors.,Refuted
scifact_488,HAND2 methylation is a key step in early endometrial carcinogenesis.,Supported
scifact_498,Having a main partner worsens HIV outcomes.,Refuted
scifact_499,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,Refuted
scifact_500,Headaches are correlated with cognitive impairment.,Refuted
scifact_504,Healthy volunteers exhibit rapid and transient increase of cellular ATP after being bolus-injected with fructose.,Refuted
scifact_505,Helicobacter pylori-induced aberrant NF-kB-dependent expression of activation-induced cytidine deaminase contributes to the mutagenesis of host DNA.,Supported
scifact_506,Helminths interfere with immune system control of coinfections by microbial pathogens 16.,Supported
scifact_482,Guanine nucleotide exchange factors (GEFs) mediate RhoA activation in response to tensional forces on fibronectin-binding integrins.,Supported
scifact_483,H.pylori-mediated gastric cancer occurs due to the accumulation of mutations in host epithelial cells.,Supported
scifact_515,High levels of CRP lead to a higher risk of exacerbations in chronic obstructive pulmonary disease (COPD).,Supported
scifact_523,"Higher plasma levels of I-carnitine, when associated with trimethylamine N-oxide, are negatively correlated with cardiovascular events in humans.",Refuted
scifact_524,"Higher plasma levels of I-carnitine, when associated with trimethylamine N-oxide, are positively correlated with cardiovascular events in humans.",Supported
scifact_529,Human embryonic stem cells give rise to cell types from all three embryonic germ layers.,Supported
scifact_530,"Human embryonic stem cells give rise to cell types from the outer embryonic germ layer, but not the other two layers.",Refuted
scifact_495,Having a main partner improves HIV outcomes.,Supported
scifact_811,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,Refuted
scifact_823,N348I mutations cause resistance to zidovudine (AZT).,Supported
scifact_541,Hypothalamic glutamate neurotransmission is unrelated to energy balance.,Refuted
scifact_542,"IFI16 impedes STING phosphorylation and translocation, resulting in reduced activation of STING.",Refuted
scifact_547,IL-10 production by monocytes inhibits CD4 + T cell response.,Supported
scifact_548,IL-6 signaling plays a major role in atherosclerotic cardiovascular disease.,Supported
scifact_553,IgA plasma cells that are specific for transglutaminase 2 are scarce in the duodenal mucosa of celiac disease patients when the disease is active.,Refuted
scifact_566,"In S. cerevisiae, the absence of RNA surveillance pathways reduces sensitivity to high iron conditions.",Refuted
scifact_568,"In a naive state, blocking Wingless-Int-1 secretion from mouse embryonic stem cells inhibits self-renewal of the mouse embryonic stem cells.",Supported
scifact_570,"In breast cancer, the loss of myoepithelial cells promotes the transition of ductal carcinoma in situ to invasive carcinoma.",Supported
scifact_531,Human embryonic stem cells have the capacity to give rise to differentiated progeny representative of all three embryonic germ layers.,Supported
scifact_537,Hypocretin neurones suppress panicprone state in rats.,Refuted
scifact_571,"In breast cancer, the loss of myoepithelial cells slows the transition of ductal carcinoma in situ to invasive carcinoma.",Refuted
scifact_576,"In melanoma, anti-CTLA-4 treatment reinvigorates exhausted PD-1+Eomes+CD8 T cells.",Supported
scifact_579,"In patients with congenital heart defects, β-blockers significantly improve clinical heart failure outcomes.",Refuted
scifact_580,"In pediatric tissue, most T cells are naive T cell emigrants from the thymus.",Supported
scifact_584,"In rhesus macaques, daily subcutaneous injections of tenofovir protects against rectally transmitted simian-human immunodeficiency virus.",Supported
scifact_590,"In young and middle-aged adults, current or remote uses of ADHD medications increase the risk of serious cardiovascular events.",Refuted
scifact_591,Incidence of 10/66 dementia is higher than the incidence of DSM-IV dementia.,Supported
scifact_559,Immune responses in immune cells are geographically segregated.,Supported
scifact_562,Improvements in OER catalysts show stable activity over several hundred hours.,Supported
scifact_563,"In British Men, haplogroup I decreases risk of cardiovascular disease.",Refuted
scifact_564,"In British Men, haplogroup I increases risk of cardiovascular disease by 50%.",Supported
scifact_565,"In S. cerevisiae, the absence of RNA surveillance pathways causes sensitivity to high iron conditions.",Supported
scifact_837,NR5A2 is important in development of endometrial tissues.,Supported
scifact_839,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,Supported
scifact_845,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,Supported
scifact_759,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,Refuted
scifact_770,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,Supported
scifact_781,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,Refuted
scifact_601,Including pharmacists in rounding teams reduces the incidence of adverse drug events (ADEs).,Supported
scifact_603,Increased LDL receptors plays a role in the reduction of plasma Lp(a).,Supported
scifact_607,Increased diastolic blood pressure (DBP) is associated with abdominal aortic aneurysm.,Supported
scifact_615,Increased microtubule acetylation worsens interference of axonal transport caused by LRRK2 Roc-COR domain mutations.,Refuted
scifact_621,Individuals with Alzheimers who participate in six months of physical activity improve cognitive function for up to 18 months.,Supported
scifact_624,Induced hepatic stem cells possess the potential to differentiate into cholangiocytic cells.,Supported
scifact_625,Induced hepatic stem cells possess the potential to differentiate into hepatocytic cells.,Supported
scifact_626,Induction of urokinase receptor signaling in podocytes causes foot process effacement and proteinuria.,Supported
scifact_592,Incidence of 10/66 dementia is lower than the incidence of DSM-IV dementia.,Refuted
scifact_594,Incidence of heart failure increased by 10% in women since 1979.,Refuted
scifact_595,Incidence of sepsis has fallen substantially from 2009 to 2014.,Refuted
scifact_600,Including pharmacists in rounding teams does not alter the incidence of adverse drug events (ADEs).,Refuted
scifact_832,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,Supported
scifact_632,Inhibiting focal adhesion formation enables cells to convert mechanical strain into eventual scarring.,Refuted
scifact_633,Inhibiting focal adhesion formation increases the rate at which cells convert mechanical strain into inflammation and fibrosis.,Refuted
scifact_635,Inhibiting glucose-6-phospate dehydrogenase improves lipogenesis by deactivating LKB1-AMPK signaling.,Refuted
scifact_640,"Inside the body, falciparum parasites reproduce asexually.",Supported
scifact_643,Insulin effects appetite via ventral tegmental neurons.,Supported
scifact_645,Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,Refuted
scifact_646,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,Supported
scifact_647,Integrated care is ineffective at tackling multiple comorbidities.,Refuted
scifact_612,Increased microtubule acetylation exacerbates LRRK2 Roc-COR domain mutation induced locomotor deficits.,Refuted
scifact_614,Increased microtubule acetylation repairs interference of axonal transport caused by LRRK2 Roc-COR domain mutations.,Supported
scifact_784,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,Supported
scifact_793,Mitochondria are uninvolved in apoptosis.,Refuted
