claim_id,claim,true_label
scifact_78,Active caspase-11 participate in regulating phagosome-lysosome fusion.,supported
scifact_1372,Walking in traffic areas in London did not improve lung function in elderly adults.,supported
scifact_1371,Vitamin D is an important factor in the relationship between calcium and parathyroid hormone.,supported
scifact_1367,Vitamin D deficiency effects birth weight.,supported
scifact_1366,VgrG (Tssl) protein punctures membranes by forming a spike at the tip of the tube apparatus.,supported
scifact_1361,Varying expression levels of EBI2 affect the positioning and migration of B cells.,supported
scifact_1360,Varenicline monotherapy is more effective after 26 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,refuted
scifact_1356,Vaccinating the gastrointestinal tract induces protection of rectal and vaginal mucosa.,supported
scifact_1355,V-9302 inhibits antitumor responses by decreasing cell death and oxidative stress.,refuted
scifact_108,Amitriptyline is an effective treatment for chronic tension-type headaches.,supported
scifact_106,Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.,refuted
scifact_105,Alteration of origin firing causes changes in termination zones of Okazaki fragments.,refuted
scifact_123,Antiretroviral therapy increases rates of tuberculosis across a broad range of CD4 strata.,refuted
scifact_122,Antimicrobial agents are more effective due to the pressure of antimicrobial usage.,refuted
scifact_121,Antimicrobial agents are less effective due to the pressure of antimicrobial usage.,supported
scifact_120,Antidepressants reduce the severity of migraines.,supported
scifact_119,Antidepressants increase the severity of migraines.,refuted
scifact_116,Anthrax spores remain deadly until affected areas are decontaminated.,supported
scifact_114,Anthrax spores are very difficult to dispose once they are dispersed.,supported
scifact_112,Angiotensin converting enzyme inhibitors are associated with decreased risk for functional renal insufficiency.,refuted
scifact_111,Androgenetic haploid mouse embryonic stem cells (ESCs) can be derived and genetically manipulated in vitro.,supported
scifact_109,An M2-like phenotype in brown adipose tissue macrophages is quickly induced by cold exposure.,supported
scifact_160,Bacterial meningitis can be diagnosed on the basis of positive cerebrospinal fluid (CSF) cultures.,supported
scifact_159,BRCA 1 mutation carriers' risk of breast and ovarian cancer depends on where the mutation is located.,supported
scifact_157,BLM gene encodes RecQ-class DNA helicase.,supported
scifact_156,BCL-2 promotes the apoptotic effects of c-Myc.,refuted
scifact_155,BCL-2 activation antagonizes the apoptotic effects of c-Myc.,supported
scifact_152,B cells go though plasmablast differentiation and antibody production by continuous expression of EBI2.,supported
scifact_149,Autophagy deficiency in the liver increases vulnerability to insulin resistance.,refuted
scifact_144,Autologous transplantation of mesenchymal stem cells has better graft function than induction therapy with anti-interleukin-2 receptor antibodies.,supported
scifact_138,Asymptomatic visual impairment screening in elderly populations leads to improved vision.,refuted
scifact_178,Birth-weight is negatively associated with breast cancer.,refuted
scifact_177,Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.,supported
scifact_172,Basophils promote disease development in patients with systemic lupus erythematosus (SLE).,supported
scifact_169,Bariatric surgery reduces postmenopausal breast cancer.,refuted
scifact_168,Bariatric surgery reduces colorectal cancer.,refuted
scifact_167,Bariatric surgery leads to positive outcomes in mental health.,supported
scifact_166,Bariatric surgery leads to negative outcomes in mental health.,refuted
scifact_165,Bariatric surgery increases rates of postmenopausal breast cancer.,supported
scifact_164,Bariatric surgery increases rates of colorectal cancer.,supported
scifact_1351,Upregulation of dynein in Drosophila neurons increases the number of microtubule plus-ends growing toward the cell body of each neuron.,refuted
scifact_1348,"Upon viral challenge, influenza-specific memory CD4+ T cells greatly enhance the early production of inflammatory chemokines in the lung.",supported
scifact_1347,"Upon viral challenge, influenza-specific memory CD4+ T cells greatly diminish the early production of inflammatory chemokines in the lung.",refuted
scifact_1346,"Upon developing tyrosine-kinase inhibitor resistance, new mutations in epidermal growth factor receptors emerge and cause treatment failure.",supported
scifact_1341,Ultrasound guidance significantly reduces the number of traumatic procedures when attempting needle insertion.,supported
scifact_1340,Ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure.,supported
scifact_1334,Type 1 Diabetes is associated with subtle perturbations in T reg development.,supported
scifact_181,Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 prevents TDP-43-induced neuronal loss.,supported
scifact_220,Ca2+ cycling controls whole-body energy homeostasis in beige fat.,supported
scifact_210,COPI coatmer is involved in lipid homeostasis.,supported
scifact_203,CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.,refuted
scifact_201,CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.,supported
scifact_200,"CD28 initiates tonic signaling in conventional T cells, which causes an exhaustion phenotype and limited efficiency.",supported
scifact_197,CCL19 is a ligand for CCR7.,supported
scifact_196,C2 works synergistically with A-769662 to activate dephosphorylated AMPK.,supported
scifact_189,Broadly HIV-1 Neutralizing Antibodies (bnAb) 10EB have no affinity for phospholipids.,supported
scifact_184,Bone marrow cells don't contribute to adult macrophage compartments.,supported
scifact_242,Cellular clocks are not predictive of mitosis timing in NIH 3T3 cells.,refuted
scifact_241,Cellular clocks are associated with mitosis timing in NIH 3T3 cells.,supported
scifact_235,Cell autonomous sex determination in somatic cells occurs in Galliformes.,supported
scifact_228,Cardiac tissue-resident macrophages directly contribute to electrical activity.,supported
scifact_227,Cancers that initially benefit from epidermal growth factor receptor targeted therapies later become refractory through several mechanisms.,supported
scifact_223,Cancer cells can stimulate the accumulation of intra-tumoural myeloid-derived suppressor cells by promoting granulocyte colony stimulating factor production.,supported
scifact_222,Ca2+ cycling is a UCP1-independent thermogenic mechanism.,supported
scifact_221,Ca2+ cycling is a UCP1-dependent thermogenic mechanism.,refuted
scifact_1333,Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.,supported
scifact_1328,Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.,supported
scifact_1327,Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.,refuted
scifact_1324,Treatment with a protein named FN restores regenerative abilities of aged muscles.,supported
scifact_1323,Treatment with a protein named FN impairs regenerative abilities of aged muscles.,refuted
scifact_1322,Transplanted human glial progenitor cells can mature in their host animal.,supported
scifact_246,Charcoal shows no benefit for acute paraquat poisoning.,supported
scifact_245,Charcoal is an effective treatment for acute paraquat poisoning.,refuted
scifact_243,"Cellular differentiation of embryonic stem cells is accompanied by changes in replication timing, transcription and nuclear localization.",supported
scifact_267,Cognitive behavioral therapy is an ineffective treatment for insomnia,refuted
scifact_266,Cnn1 recruitment varies with cell cycle timing.,supported
scifact_265,Clathrin stabilizes the spindle fiber apparatus during mitosis.,supported
scifact_264,Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to perpetuate the inflammatory cycle via induction of autoantibodies.,supported
scifact_263,Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.,refuted
scifact_258,"Cholesterol loading induces KLF4 expression in VSMCs, resulting in the expression of pro-inflammatory cytokines.",supported
scifact_256,Chlamydia trachomatis is most prevalent in the UK among sexually-experienced individuals aged 16 to 24.,supported
scifact_251,Chenodeoxycholic acid treatment increases brown adipose tissue activity.,supported
scifact_250,Chenodeoxycholic acid treatment decreases brown adipose tissue activity.,refuted
scifact_296,Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.,supported
scifact_292,Cost effectiveness evaluations based on cRCT data lack external validity.,supported
scifact_290,Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.,refuted
scifact_287,Converting apoE4 to apoE3 by gene editing worsens the pathology associated with apoE4 in human iPSCderived neurons.,refuted
scifact_286,Converting apoE4 to apoE3 by gene editing prevents the pathology associated with apoE4 in human iPSCderived neurons.,supported
scifact_283,Consumption of whole fruits increases the risk of type 2 diabetes.,refuted
scifact_280,Comparative transcriptome analysis identified new platelet proteins with structural features suggesting a role in platelet function.,supported
scifact_278,Commelina yellow mottle virus' (ComYMV) genome consists of 2140 baise pairs.,refuted
scifact_277,"Commelina yellow mottle virus (ComYMV) has three typical badnavirus ORFs, capable of encoding proteins 23, 15, and 216 kD.",supported
scifact_272,Combination nicotine replacement therapies with varenicline or bupropion are more effective after 12 weeks of reatment compared to varenicline monotherapy.,supported
scifact_330,Deltex has no known interactions with eIF3f.,refuted
scifact_317,Decreased diastolic blood pressure (DBP) is associated with abdominal aortic aneurysm.,refuted
scifact_309,DUSP4 increases apoptosis.,supported
scifact_1312,Transcription factor EB induces transcription of pro-inflammatory cytokines in macrophages infected with Staphylococcus aureus.,supported
scifact_1311,"Trans-acting factors, such as lncRNAs, influence mRNA translation.",supported
scifact_1305,Tirasemtiv targets fast-twitch muscle.,supported
scifact_308,DUSP4 downregulation deactivates the Ras-ERK pathway,refuted
scifact_306,DUSP4 decreases apoptosis.,refuted
scifact_305,DRD1 proteins enable Pol V transcription in vivo.,supported
scifact_299,Cytochrome c is transferred from cytosol to the mitochondrial intermembrane space during apoptosis.,refuted
scifact_341,Diabetes remission occurs more in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.,refuted
scifact_340,Diabetes remission occurs less in people treated with conventional therapy than in people treated with laparoscopic adjustable gastric banding surgery.,supported
scifact_339,Dexamethasone increases risk of postoperative bleeding.,supported
scifact_335,Deregulation of HAND2 is a crucial step in endometrial carcinogenesis in mice.,supported
scifact_334,Depletion of nitric oxide is responsible for vasospasm.,supported
scifact_333,Depletion of T-helper 17 (Th17) cells during simian immunodeficiency virus (SIV) infection increases dissemination of Salmonella Typhimurium from the gut.,supported
scifact_332,Depletion of T-helper 17 (Th17) cells during simian immunodeficiency virus (SIV) infection decreases dissemination of Salmonella Typhimurium from the gut.,refuted
scifact_331,Deltex interacts with eIF3. There is no known interaction between Deltex and elF3,refuted
scifact_1297,There was an estimated 30 million cases of pneumonia in young children worldwide in 2010.,supported
scifact_1295,There is no relation between Erythromycin use and hypertrophic pyloric stenosis.,refuted
scifact_1294,There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.,refuted
scifact_1293,There is no increased risk of hypospadias with clomiphene.,refuted
scifact_1289,There is a relation between Erythromycin use and hypertrophic pyloric stenosis.,supported
scifact_1288,There is a positive correlation between hip fractures and statin use.,refuted
scifact_1284,Therapeutics receiving accelerated approval encounter a lower frequency of post-marketing safety events,refuted
scifact_342,Diabetic patients with acute coronary syndrome experience decreased short-term and long-term risk for bleeding events.,refuted
scifact_368,Early patent ductus ateriosus (PDA) screening increases in-hospital mortality.,refuted
scifact_367,Early patent ductus ateriosus (PDA) screening decreases in-hospital mortality.,supported
scifact_366,ERAP1 SNPs are epistatic to HLA alleles for ankylosing spondylitis.,supported
scifact_356,Dscam1 acts as a hypervariable pattern-recognition receptor for the immune system.,supported
scifact_355,Drosophila supracellular actomyosin structures are found at boundaries in wing imaginal discs.,supported
scifact_349,Diminished ovarian reserve is a reliable indicator of infertility in a non-infertile population.,refuted
scifact_347,Differentiation of progenitor cells to myeloid cells is skewed when insulin signaling is suppressed.,supported
scifact_346,Differentiation of progenitor cells to myeloid cells is skewed upon activation of insulin signaling.,refuted
scifact_378,Energy balance requires hypothalamic glutamate neurotransmission.,supported
scifact_375,Elevated cell-free mitochondrial DNA levels are associated with mortality.,supported
scifact_372,Eilat virus (EILV) produced in mosquitos elicits rapid and long-lasting neutralizing antibodies in nonhuman primates.,supported
scifact_371,Egr3 regulates the homeostasis of B and T cells.,supported
scifact_370,Egr2 regulates the homeostasis of B and T cells.,supported
scifact_369,"Ectopic expression of Sall4, Nanog, Esrrb, and Lin28 generates induced pluripotent stem cells from mouse embryonic fibroblasts more efficiently than other factor combinations.",supported
scifact_394,Excess gestational weight gain is associated with obesity-related pregnancy outcomes.,supported
scifact_382,Environmentally-induced senescence is mimicked in disease modeling by adding specific molecules to the culture system.,supported
scifact_381,Environmental factors can influence the development of breast cancer.,supported
scifact_379,Enhanced early production of inflammatory chemokines damages viral control in the lung.,refuted
scifact_396,Exercise increases cancer mortality rates among Chinese citizens.,refuted
scifact_1276,The tissue surrounding the granuloma in an immune cell induces an anti-inflammatory immune response.,supported
scifact_1269,The risk of female prisoners harming themselves is ten times that of male prisoners.,supported
scifact_1268,The risk of cancer rises with level of alcohol consumption.,supported
scifact_1265,The risk of breast cancer among parous women decreases with placental weight of pregnancies.,refuted
scifact_1263,The repeat-variable diresidue (RVD) in the loop of Transcription-Activator Like (TAL) effectors specifies the nucleotides-amino acid contact at the target promoter element.,supported
scifact_1261,The removal of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.,refuted
scifact_1260,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is independent of the patient's genetic make-up.,refuted
scifact_1258,The recruitment of Wdr5 to its target loci depends on Kat8.,supported
scifact_432,Foxk2 regulates autophagy genes in muscle cells and fibroblast cells.,supported
scifact_430,FoxO3a activation in neuronal death is inhibited by reactive oxygen species (ROS).,refuted
scifact_428,Forkhead 0 (fox0) transcription factors are involved in cellular differentiation.,supported
scifact_426,Forkhead 0 (fox0) transcription factors are involved in apoptosis.,supported
scifact_420,Fibroblast growth factor 21 protects against atherosclerosis by modulating adiponectin and SREBP2 levels.,supported
scifact_417,Female carriers of the Apolipoprotein E4 (APOE4) allele have shorter lifetime exposure to estrogen due to a decreased reproductive period.,refuted
scifact_416,Female carriers of the Apolipoprotein E4 (APOE4) allele have longer lifetime exposure to estrogen due to an increased reproductive period.,supported
scifact_414,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for Alzheimer's disease.,supported
scifact_413,Female carriers of the Apolipoprotein E4 (APOE4) allele have decreased risk for dementia.,refuted
scifact_400,Exposure to fine particulate air pollution is unrelated to anxiety prevalence.,refuted
scifact_397,Exercise reduces cancer mortality rates among Chinese citizens.,supported
scifact_445,GATA3 regulates self-renewal capacity in bone marrow hematopoietic stem cells.,supported
scifact_444,GATA3 regulates cell cycle progression in bone marrow hematopoietic stem cells.,supported
scifact_441,G-CSF increases the expansion and infiltration of MDSCs into tumors.,supported
scifact_1255,The proliferative capacity of progenitors is regulated cell-autonomously.,supported
scifact_1254,The proliferative capacity of neural progenitors differs across species.,supported
scifact_1249,The peak incidence of fractures occurs in toddlers.,refuted
scifact_1248,The peak incidence of fractures occurs during pubertal growth spurt in early adolescents.,supported
scifact_1246,The one-child policy has created a hospitable environment for female infants.,refuted
scifact_1239,The myocardial cell lineage originally develops from cardiac progenitors of exclusively endodermal origin.,refuted
scifact_1238,The most prevalent adverse events to Semaglutide are gastrointestinal.,supported
scifact_1237,The most prevalent adverse events to Semaglutide are cardiovascular.,refuted
scifact_1234,The minor G allele of FOXO3 up-regulates IL-10.,supported
scifact_1231,The minor G allele of FOXO3 is related to less severe symptoms of Crohn's Disease.,supported
scifact_479,Gpr124 increases BBB breakdown in mouse models of ischemic stroke.,refuted
scifact_470,"Glioblastoma multiforme (GBM) is characterized by extensive invasion, rapid growth, necrosis, and angiogenesis.",supported
scifact_469,Glial calcium waves influence seizures.,supported
scifact_466,Genomic sequences involved in alternative splicing responsible for Hutchinson-Gilford progeria syndrome (HGPS) are abundant in the ''progerinonly'' allele of Lmna knock-in models.,refuted
scifact_463,Genomic aberrations of metastases provide information for targeted therapy.,supported
scifact_461,Genetic deletion of JAM-A increases gut permeability.,supported
scifact_458,Genetic deficiency of mast cells leads to decreased weight gain in a mouse model of diet-induced obesity.,supported
scifact_455,Genes involved in pre-mRNA splicing have a significant impact on genome stability.,supported
scifact_454,General exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder.,refuted
scifact_453,General exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder.,refuted
scifact_448,Gastric infection with Helicobacter pylori increases risk of gastric cancer in humans.,supported
scifact_447,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,refuted
scifact_488,HAND2 methylation is a key step in early endometrial carcinogenesis.,supported
scifact_1230,The minor G allele of FOXO3 downregulates pro-inflammatory cytokines.,supported
scifact_1229,The microtubule-dependent delivery and secretion of matrix metalloproteases (MMPs) is partially responsible for the disassembly of adhesion sites.,supported
scifact_1228,The mean suicide rate in women is lower after miscarriage than live birth.,refuted
scifact_1227,The mean suicide rate in women is higher after miscarriage than live birth.,supported
scifact_1224,The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.,supported
scifact_1223,The innate immune response struggles to remove small numbers of parasites.,refuted
scifact_1220,The generation of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.,supported
scifact_483,H.pylori-mediated gastric cancer occurs due to the accumulation of mutations in host epithelial cells.,supported
scifact_482,Guanine nucleotide exchange factors (GEFs) mediate RhoA activation in response to tensional forces on fibronectin-binding integrins.,supported
scifact_480,Gpr124 suppresses BBB breakdown in mouse models of ischemic stroke.,supported
scifact_505,Helicobacter pylori-induced aberrant NF-kB-dependent expression of activation-induced cytidine deaminase contributes to the mutagenesis of host DNA.,supported
scifact_504,Healthy volunteers exhibit rapid and transient increase of cellular ATP after being bolus-injected with fructose.,refuted
scifact_500,Headaches are correlated with cognitive impairment.,refuted
scifact_499,HbA1c consistently overestimates glycemic control in black individuals with Sickle cell trait (SCT).,refuted
scifact_498,Having a main partner worsens HIV outcomes.,refuted
scifact_495,Having a main partner improves HIV outcomes.,supported
scifact_530,"Human embryonic stem cells give rise to cell types from the outer embryonic germ layer, but not the other two layers.",refuted
scifact_529,Human embryonic stem cells give rise to cell types from all three embryonic germ layers.,supported
scifact_524,"Higher plasma levels of I-carnitine, when associated with trimethylamine N-oxide, are positively correlated with cardiovascular events in humans.",supported
scifact_523,"Higher plasma levels of I-carnitine, when associated with trimethylamine N-oxide, are negatively correlated with cardiovascular events in humans.",refuted
scifact_515,High levels of CRP lead to a higher risk of exacerbations in chronic obstructive pulmonary disease (COPD).,supported
scifact_506,Helminths interfere with immune system control of coinfections by microbial pathogens 16.,supported
scifact_562,Improvements in OER catalysts show stable activity over several hundred hours.,supported
scifact_559,Immune responses in immune cells are geographically segregated.,supported
scifact_553,IgA plasma cells that are specific for transglutaminase 2 are scarce in the duodenal mucosa of celiac disease patients when the disease is active.,refuted
scifact_548,IL-6 signaling plays a major role in atherosclerotic cardiovascular disease.,supported
scifact_547,IL-10 production by monocytes inhibits CD4 + T cell response.,supported
scifact_542,"IFI16 impedes STING phosphorylation and translocation, resulting in reduced activation of STING.",refuted
scifact_541,Hypothalamic glutamate neurotransmission is unrelated to energy balance.,refuted
scifact_537,Hypocretin neurones suppress panicprone state in rats.,refuted
scifact_531,Human embryonic stem cells have the capacity to give rise to differentiated progeny representative of all three embryonic germ layers.,supported
scifact_566,"In S. cerevisiae, the absence of RNA surveillance pathways reduces sensitivity to high iron conditions.",refuted
scifact_565,"In S. cerevisiae, the absence of RNA surveillance pathways causes sensitivity to high iron conditions.",supported
scifact_1211,The density of cytokine receptor bearing cells has no effect on the distance over which cytokines act.,refuted
scifact_1210,The density of cytokine receptor bearing cells affects the distance over which cytokines act.,supported
scifact_1209,The deamination of cytidine to uridine on the minus strand of viral DNA can inactivate the viral genome by inducing G-to-A mutations.,supported
scifact_1205,The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.,refuted
scifact_1184,The US health care system can save up to $5 billion if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,refuted
scifact_1182,The Snf1 complex regulates carbon and energy metabolism in baker's yeast (Saccharomyces cerevisiae).,supported
scifact_1181,The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).,supported
scifact_564,"In British Men, haplogroup I increases risk of cardiovascular disease by 50%.",supported
scifact_563,"In British Men, haplogroup I decreases risk of cardiovascular disease.",refuted
scifact_594,Incidence of heart failure increased by 10% in women since 1979.,refuted
scifact_592,Incidence of 10/66 dementia is lower than the incidence of DSM-IV dementia.,refuted
scifact_591,Incidence of 10/66 dementia is higher than the incidence of DSM-IV dementia.,supported
scifact_590,"In young and middle-aged adults, current or remote uses of ADHD medications increase the risk of serious cardiovascular events.",refuted
scifact_584,"In rhesus macaques, daily subcutaneous injections of tenofovir protects against rectally transmitted simian-human immunodeficiency virus.",supported
scifact_580,"In pediatric tissue, most T cells are naive T cell emigrants from the thymus.",supported
scifact_579,"In patients with congenital heart defects, β-blockers significantly improve clinical heart failure outcomes.",refuted
scifact_576,"In melanoma, anti-CTLA-4 treatment reinvigorates exhausted PD-1+Eomes+CD8 T cells.",supported
scifact_571,"In breast cancer, the loss of myoepithelial cells slows the transition of ductal carcinoma in situ to invasive carcinoma.",refuted
scifact_570,"In breast cancer, the loss of myoepithelial cells promotes the transition of ductal carcinoma in situ to invasive carcinoma.",supported
scifact_568,"In a naive state, blocking Wingless-Int-1 secretion from mouse embryonic stem cells inhibits self-renewal of the mouse embryonic stem cells.",supported
scifact_1177,"The PRDM1 gene, when combined with the PRDM14 gene, plays an important role during primordial germ cell specification.",supported
scifact_1176,The PRDM1 gene is a key determinant of primordial germ cells.,supported
scifact_1173,The PDPN gene deactivates the C-type lectin receptor (CLEC-2).,refuted
scifact_1171,The NF-κB essential modulator gene prevents intestinal inflammation by inhibiting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.,supported
scifact_600,Including pharmacists in rounding teams does not alter the incidence of adverse drug events (ADEs).,refuted
scifact_595,Incidence of sepsis has fallen substantially from 2009 to 2014.,refuted
scifact_624,Induced hepatic stem cells possess the potential to differentiate into cholangiocytic cells.,supported
scifact_621,Individuals with Alzheimers who participate in six months of physical activity improve cognitive function for up to 18 months.,supported
scifact_615,Increased microtubule acetylation worsens interference of axonal transport caused by LRRK2 Roc-COR domain mutations.,refuted
scifact_614,Increased microtubule acetylation repairs interference of axonal transport caused by LRRK2 Roc-COR domain mutations.,supported
scifact_612,Increased microtubule acetylation exacerbates LRRK2 Roc-COR domain mutation induced locomotor deficits.,refuted
scifact_607,Increased diastolic blood pressure (DBP) is associated with abdominal aortic aneurysm.,supported
scifact_603,Increased LDL receptors plays a role in the reduction of plasma Lp(a).,supported
scifact_601,Including pharmacists in rounding teams reduces the incidence of adverse drug events (ADEs).,supported
scifact_647,Integrated care is ineffective at tackling multiple comorbidities.,refuted
scifact_646,Intake of folic acid (FA) and vitamin B6 (VB6) reduces levels of homocysteine.,supported
scifact_645,Intake of folic acid (FA) and vitamin B6 (VB6) increases levels of homocysteine.,refuted
scifact_643,Insulin effects appetite via ventral tegmental neurons.,supported
scifact_640,"Inside the body, falciparum parasites reproduce asexually.",supported
scifact_635,Inhibiting glucose-6-phospate dehydrogenase improves lipogenesis by deactivating LKB1-AMPK signaling.,refuted
scifact_633,Inhibiting focal adhesion formation increases the rate at which cells convert mechanical strain into inflammation and fibrosis.,refuted
scifact_632,Inhibiting focal adhesion formation enables cells to convert mechanical strain into eventual scarring.,refuted
scifact_631,Inhibiting HDAC6 increases survival of mice with ARID1A mutated tumors.,supported
scifact_626,Induction of urokinase receptor signaling in podocytes causes foot process effacement and proteinuria.,supported
scifact_625,Induced hepatic stem cells possess the potential to differentiate into hepatocytic cells.,supported
scifact_1170,The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.,refuted
scifact_1169,The M2-phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity.,supported
scifact_1162,The DdrB protein from Deinococcus radiodurans functions as a pentamer.,supported
scifact_1159,The DESMOND program demonstrates no significant impact on weight loss.,supported
scifact_1158,The DESMOND program demonstrates no significant impact on lifestyles outcomes.,supported
scifact_1157,The DESMOND program demonstrates no significant impact on biochemical outcomes.,supported
scifact_1156,The DESMOND program caused substantial weight loss in most participants.,refuted
scifact_648,Integrated care is successful at tackling multiple comorbidities.,supported
scifact_668,Klf4 is important for proper myeloid cell differentiation.,supported
scifact_667,Klf2 is important for proper myeloid cell function.,supported
scifact_666,Kir7.1 modulates channel activity by the G protein-coupled melanocortin-4 receptor (MC4R) in the paraventricular nucleus of the hypothalamus.,supported
scifact_665,KRT17 modulates the expression of the transcriptional regulator AIRE in diseased epithelia.,supported
scifact_663,KLF4 is necessary for VSMCs to gain genetic characteristics of other cell types within atherosclerotic lesions.,supported
scifact_662,JMJD6 slows the hydroxylation of C-terminal lysine,refuted
scifact_661,JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,supported
