claim_id,claim,true_label
healthfc_47,Does high-dose vitamin D slow down the course of disease in multiple sclerosis (MS)?,NEI
healthfc_48,Does taking taiga root extract strengthen the immune system? Can it make vaccinations more effective or tolerable?,NEI
healthfc_49,"Can ozone therapy, in which autologous blood is treated with ozone and recycled, favorably influence the course of COVID-19 disease?",NEI
healthfc_50,Does dimenhydrinate relieve travel nausea better than a placebo?,NEI
healthfc_51,Does dimenhydrinate relieve travel nausea as well as the proven drug scopolamine???,NEI
healthfc_52,Does short-term fasting improve quality of life in cancer?,NEI
healthfc_53,Does short-term fasting reduce the side effects of chemotherapy for cancer???,NEI
healthfc_54,Are extracts of Artemisa annua (annual mugwort) or the active ingredient artemisinin obtained from it effective against coronavirus?,NEI
healthfc_55,Can zinc mitigate the progression of Covid-19?,refuted
healthfc_56,Does zinc preventively protect against covid-19 disease???,NEI
healthfc_57,Does a cold spray with trypsin protect against colds or covid-19? Does the spray reduce symptoms and duration of illness?,NEI
healthfc_58,"Does injecting low-dose Corona vaccine into the skin (mesotherapy vaccination, microvaccination) protect against Covid-19 as well as proven full-dose vaccination into muscle?",NEI
healthfc_59,Do herbal remedies with nasturtium and horseradish (Kren) prevent recurrent cystitis?,refuted
healthfc_60,Do herbal remedies with nasturtium and horseradish alleviate the symptoms of cystitis as well as an antibiotic???,NEI
healthfc_61,Does mistletoe therapy help against cancer or can it improve the quality of life of cancer patients?,NEI
healthfc_62,Can homeopathic remedies prevent colds in children?,refuted
healthfc_63,Can homeopathic remedies relieve colds in children??,refuted
healthfc_64,Do agents containing uridine and/or cytidine improve the symptoms of polyneuropathy?,NEI
healthfc_65,Can treatments with ultrasound relieve the pain of osteoarthritis?,NEI
healthfc_66,Does regular exercise reduce the severity and duration of colds and other respiratory infections?,supported
healthfc_67,Can regular exercise prevent you from getting a cold or other respiratory infections???,refuted
healthfc_68,"Can cold showers, cold baths or cold water treading according to Kneipp prevent colds and respiratory infections in adults?",NEI
healthfc_69,"Can the Wim Hof method - consisting of breathing training, meditation and acclimatization to cold - strengthen the immune system of healthy people and thus prevent infectious diseases?",NEI
healthfc_70,Do saw palmetto preparations improve the symptoms of benign enlarged prostate (benign prostatic hyperplasia) in the longer term compared to placebo?,refuted
healthfc_71,Does honey help against acute cough in children?,supported
healthfc_72,Can Artemisia tea cure malaria as well as drugs?,NEI
healthfc_73,Does thyme help against cough?,NEI
healthfc_74,Does coenzyme Q10 relieve muscle discomfort during treatment with statins?,NEI
healthfc_75,Does Chaga mushroom help against cancer or other diseases?,NEI
healthfc_76,"Can filtering out blue light using blue filter glasses or night mode settings on smartphone, tablet or laptop screens have a beneficial effect on sleep?",refuted
healthfc_77,Is strophanthin an effective cardiovascular drug?,NEI
healthfc_78,Can regular intake of vitamin C prevent colds?,refuted
healthfc_79,Can taking vitamin C after the onset of a cold relieve symptoms or shorten the illness?,refuted
healthfc_80,Do saline nasal rinses and nasal sprays or inhaling with steam from saline solution help with colds?,NEI
healthfc_81,Do remedies with ginseng help with erectile dysfunction?,refuted
healthfc_82,Can taking spermidine prolong life? Can it prevent diseases?,NEI
healthfc_83,Can capsules or tablets with lactase improve the symptoms of lactose intolerance and make dairy products more tolerable?,supported
healthfc_84,Can weighted blankets help with sleep disorders?,NEI
healthfc_85,Does the drug remdesivir prevent COVID-19 deaths?,refuted
healthfc_86,Does magnetic resonance therapy improve complaints of knee osteoarthritis or herniated discs (e.g. pain)?,refuted
healthfc_87,Are oral zinc supplements effective for treating a cold (chill)?,supported
healthfc_88,Do oral zinc supplements prevent a cold???,NEI
healthfc_89,Is colloidal gold good for health?,NEI
healthfc_90,Do probiotics alleviate the symptoms of irritable bowel syndrome?,supported
healthfc_91,Do you get a stomach ache if you eat cherries or other stone fruit and then drink water?,NEI
healthfc_92,Can acoustic CR ® neuromodulation according to Tass help with tinnitus?,NEI
healthfc_93,Is ivermectin an effective drug for treating covid 19 disease?,refuted
healthfc_94,Does ivermectin lower the risk of death in covid-19?,NEI
healthfc_95,Can green tea protect against coronavirus infection or help treat covid-19?,NEI
healthfc_96,Does vitamin D alleviate autism symptoms in children?,NEI
healthfc_97,Does glutathione improve the tolerability of chemotherapy for cancer?,NEI
healthfc_98,Does carnosine relieve autism symptoms in children?,refuted
healthfc_99,Can echinacea protect against Sars-CoV-2 infection or help treat covid-19?,NEI
healthfc_100,"Does amygdalin, the toxin from the seeds of apricots and other stone fruits, help against cancer?",NEI
healthfc_101,Can ginkgo extract relieve the symptoms of tinnitus?,refuted
healthfc_102,Do remedies with ginkgo help against tinnitus in people with dementia?,NEI
healthfc_103,Does garlic protect against corona infections?,NEI
healthfc_104,Does garlic protect against a cold (chill)??,NEI
healthfc_105,Do dietary supplements with magnesium and/or zinc improve symptoms in children with ADHD?,NEI
healthfc_106,"Does a nasal spray with carrageenan from red algae relieve discomfort from a cold (""chill"")?",refuted
healthfc_107,Does a nasal spray with carrageenan from red algae prevent colds?,NEI
healthfc_108,"Can the ""Miracle Mineral Supplement"" MMS (sodium chlorite) cure diseases or alleviate ailments?",NEI
healthfc_109,Does MMS help with an infection with the coronavirus (Covid-19)?,NEI
healthfc_110,"Does colloidal silver (""silver water"") work against infection with the coronavirus or other pathogens? Does it have any other health benefits?",NEI
healthfc_111,Is whole-body vibration therapy effective in preventing bone fractures in osteoporosis sufferers?,NEI
healthfc_112,Does regular gargling with antimicrobial mouthwashes protect against contracting coronavirus? Does it help get better faster if you have Covid 19 disease?,NEI
healthfc_113,Can inhalation with budesonide spray relieve symptoms of covid-19?,supported
healthfc_114,"Can budesonide spray inhalation for covid-19 reduce the risk of hospitalization, severe or even fatal outcome?",NEI
healthfc_115,Does a nasal spray with carrageenan from red algae prevent infection with coronavirus? Can it alleviate a covid 19 disease that has already broken out?,NEI
healthfc_116,"Does the product ""BestProvita Diabetin"" improve blood glucose levels in type 2 diabetes or does it prevent secondary diseases?",NEI
healthfc_117,Do blueberries improve blood sugar levels in type 2 diabetes or do they prevent secondary diseases?,NEI
healthfc_118,Do self-performed nasal drill tests in symptom-free individuals detect coronavirus infection as reliably as professionally performed rapid tests using swabs from the nasopharynx?,NEI
healthfc_119,Are rapid antigen tests as reliable as slower PCR tests? Does a negative (inconspicuous) rapid test result reliably exclude an infection with the coronavirus?,refuted
healthfc_120,Does CBD help with sleep disorders?,NEI
healthfc_121,Are heavy (ex-)smokers less likely to die of lung cancer if they regularly participate in lung cancer screening by computed tomography (CT)?,supported
healthfc_122,Can lung cancer screening by computed tomography (CT) also do harm???,supported
healthfc_123,Does hydroxychloroquine reduce the likelihood of dying from covid-19 disease?,refuted
healthfc_124,Does hydroxychloroquine prevent covid-19 infection???,refuted
healthfc_125,Do preparations containing rockrose have a preventive or soothing effect on colds (chills) and other upper respiratory tract infections? Can they protect against infections with the coronavirus?,NEI
healthfc_126,"Can Medistus Antivirus Lozenges protect against colds, flu, covid-19, or other respiratory infections?",NEI
healthfc_127,Does Spirulina help with obesity?,NEI
healthfc_128,Does spirulina have a health-promoting effect???,NEI
healthfc_129,Does gargling with hydrogen peroxide (H2O2) help against coronavirus or others in throat infections?,NEI
healthfc_130,Does gargling with hydrogen peroxide have health risks?,NEI
healthfc_131,Can vitamin C prevent infection with coronavirus or prevent deaths from covid-19?,NEI
healthfc_132,Does vitamin D prevent covid-19 disease? Does vitamin D mitigate the course of Covid 19 disease?,NEI
healthfc_133,Is plasma therapy for covid-19 effective in preventing deaths?,NEI
healthfc_134,Does treatment with cortisone-like drugs such as dexamethasone ensure that more critically ill patients survive Covid 19 disease?,supported
healthfc_135,Can contact with holy water make you sick?,NEI
healthfc_136,Can Echinacea protect against colds?,supported
healthfc_137,Can echinacea relieve the discomfort of colds???,NEI
healthfc_138,Does taking LaVita promote health or physical and mental performance? (Reader inquiry),NEI
healthfc_139,"Do dental care products with nanoparticles of hydroxyapatite help pain-sensitive teeth? And can they prevent caries or repair already affected, decayed tooth enamel?",NEI
healthfc_140,Can light therapy with light lamps relieve the symptoms of autumn-winter depression?,supported
healthfc_141,Does vitamin B3 protect against severe covid-19 events?,NEI
healthfc_142,Does taking coenzyme Q10 improve movement disorders in Parkinson's disease?,refuted
healthfc_143,Does treatment with focused high-intensity ultrasound (HIFU) reduce abdominal girth?,supported
healthfc_144,Does sugar substitution increase the risk of developing or dying from cancer?,NEI
healthfc_145,Does ozonated vegetable oil help against athlete's foot or nail fungus?,NEI
healthfc_146,Does ozonated vegetable oil help against vaginal fungus??,NEI
healthfc_147,Are health checks of symptom-free individuals (screening) effective in containing the pandemic?,NEI
healthfc_148,Does melatonin help against jet lag?,supported
healthfc_149,Does sunscreen reduce the likelihood of skin cancer?,NEI
healthfc_150,Are international travel restrictions and border health checks effective in curbing the spread of covid-19?,supported
healthfc_151,Does hypnosis help with smoking cessation?,NEI
healthfc_152,Does denosumab (Prolia) reduce the risk of vertebral fractures in osteoporosis?,supported
healthfc_153,Does discontinuation of denosumab increase the risk of vertebral fractures???,NEI
healthfc_154,Does taking magnesium improve the symptoms of depression?,NEI
healthfc_155,Does focused ultrasound (HIFU) treatment reduce wrinkles and sagging of the skin?,NEI
healthfc_156,Does a ketogenic diet help against cancer?,NEI
healthfc_157,Do curd compresses have an analgesic effect (e.g. for muscle and joint pain)? Do they have an antipyretic effect? Do curd compresses help breastfeeding women with lactation congestion?,NEI
healthfc_158,Does deuterium-reduced water prevent cancer?,NEI
healthfc_159,Does deuterium-reduced water improve disease progression in cancer???,NEI
healthfc_160,Can a special mattress relieve nighttime rheumatism symptoms and thus improve sleep?,NEI
healthfc_161,Do people with blood group AB have a higher risk of developing dementia?,refuted
healthfc_162,Does therapeutic dancing help people with Parkinson's improve their movement problems?,supported
healthfc_163,Is it possible to reliably detect coronavirus infection based only on symptoms but without laboratory testing?,refuted
healthfc_164,Are home coronavirus self-tests as reliable as tests performed by trained healthcare professionals?,NEI
healthfc_165,Does biotin help with hair loss? Does biotin make hair grow faster?,NEI
healthfc_166,Can induction of labor prevent infant deaths in pregnancies that go beyond the estimated due date? Does it reduce the number of neonatal intensive care unit stays?,supported
healthfc_167,Does induction of labor make cesarean sections less necessary than observational waiting?,supported
healthfc_168,Does the number of deliveries with a vacuum cup and forceps remain similar with induction and observational waiting???,supported
healthfc_169,"Does taking supplements with omega-3 fatty acids reduce the risk of heart attack, stroke or other sudden cardiovascular problems?  Does it lower the risk of dying prematurely?",refuted
healthfc_170,"Can taking dietary supplements with omega-3 fatty acids prevent further heart attacks or strokes if one has already had a heart attack?  In this case, does it lower the risk of dying prematurely??",refuted
healthfc_171,Can cosmetic products with caffeine for hair and scalp help against hereditary hair loss?,NEI
healthfc_172,Is music therapy with rhythmic training helpful for people with Parkinson's who have trouble walking?,supported
healthfc_173,Do preparations with unsaponifiable components of avocado and soybean oils (ASU) help against limitations and pain in osteoarthritis of the knee joint?,supported
healthfc_174,Do preparations with unsaponifiable components of avocado and soybean oils (ASU) help against limitations and pain in osteoarthritis of the hip joint?,refuted
healthfc_175,Is it safe to take preparations containing unsaponifiable components of avocado and soybean oils (ASU)?,supported
healthfc_176,Can taking chondroitin relieve osteoarthritis pain or improve mobility in the long term?,refuted
healthfc_177,Does taking arginine benefit existing cardiovascular disease or does arginine prevent it from developing?,NEI
healthfc_178,"Does ""Detoxic"" work against tapeworms and other parasites? Does ""Detoxic"" help with health complaints?",NEI
healthfc_179,Is mannose as good as or better than antibiotics for preventing recurrent cystitis?,NEI
healthfc_180,Does taking vitamin K lower the risk of spinal fractures in older women?,refuted
healthfc_181,Does taking vitamin K lower the risk of other bone fractures in older women?,supported
healthfc_182,Does Smartsleep provide better or more restful sleep?,NEI
healthfc_183,"Can supplemental tryptophan, taken as a dietary supplement or with food, help with depression?",NEI
healthfc_184,Can Neuro-Socks relieve pain or improve balance and stability?,NEI
healthfc_185,"Does taking blood pressure medication in the evening prevent more heart attacks, strokes, and other acute cardiovascular diseases?",NEI
healthfc_186,"In Covid-19, do nicotine or smoking have a protective effect, i.e., do they prevent severe progression or death?",NEI
healthfc_187,Can red mold rice products lower blood cholesterol levels?,supported
healthfc_188,Do products made from red mold rice have fewer side effects than cholesterol-lowering drugs called statins???,refuted
healthfc_189,Can disinfectants containing highly diluted sodium hypochlorite (below 0.1%) render corona and other viruses harmless and thus protect against infection?,NEI
healthfc_190,Does cat's claw improve joint disease symptoms?,NEI
healthfc_191,Do essential oils protect against corona infections and other viral infections like colds or flu?,NEI
healthfc_192,Do air purifiers help relieve symptoms of allergic asthma?,refuted
healthfc_193,Is special baby water better for infants than tap water?,NEI
healthfc_194,Does platelet-rich plasma therapy (autologous blood therapy) reduce pain in osteoarthritis of the knee joint?,supported
healthfc_195,Does platelet-rich plasma therapy (autologous blood therapy) reduce pain in osteoarthritis of the hip joint???,refuted
healthfc_196,"Can vitamin D supplements prevent colds, flu, colds, and other viral respiratory illnesses when there is no or only a mild deficiency of vitamin D?",refuted
healthfc_197,Does ACE inhibitors like ramipril increase the risk of lung cancer?,NEI
healthfc_198,"Does propolis have a preventive or soothing effect against infection with coronavirus, colds or flu?",NEI
healthfc_199,Does DAILY administration of HIGH-dose atropine (0.5 - 1%) sustainably inhibit the progression of myopia in children?,refuted
healthfc_200,Does MONTHLY administered HIGH-dose atropine (1%) sustainably inhibit the progression of myopia in children?,supported
healthfc_201,Does LOW dose atropine (0.05% or less) sustainably inhibit the progression of myopia in children???,NEI
healthfc_202,Is quarantining persons who have had contact with infected persons or who enter from high-risk areas an effective measure to reduce the number of COVID-19 infections and deaths?,supported
healthfc_203,Can homeopathic globules protect against infection with the novel coronavirus?,NEI
healthfc_204,Does the osteoporosis drug teriparatide increase the risk of bone cancer as a side effect?,NEI
healthfc_205,Can therapy with EMDR (Eye Movement Desensitization and Reprocessing) alleviate the symptoms of people with post-traumatic stress disorder?,supported
healthfc_206,"Does EMDR work similarly to exposure therapy, another well-studied form of psychotherapy for the symptoms of post-traumatic stress disorder???",supported
healthfc_207,Does filling with hydrogel help with chronic back pain caused by a worn disc?,NEI
healthfc_208,Does taking hyaluronic acid in capsule form improve the symptoms of knee osteoarthritis?,NEI
healthfc_209,"Does taking chlorella provide better performance, more resilience and does it promote health?",NEI
healthfc_210,Does going to the sauna several times a week prolong men's lives?,supported
healthfc_211,Does going to the sauna several times a week prolong women's lives???,NEI
healthfc_212,Does the additional offer of HIV self-testing cause more people to take an HIV test?,supported
healthfc_213,"Can the combination of propolis, xyloglucan, gelatin and hibiscus (product ""Utipro Plus"") relieve the symptoms of cystitis or prevent cystitis?",NEI
healthfc_214,Does PEMF noticeably improve pain in osteoarthritis? Does the method improve mobility and quality of life in sufferers?,NEI
healthfc_215,Does oil pulling promote dental health?,NEI
healthfc_216,Can injecting stem cells into the knee joint relieve pain and limitations associated with osteoarthritis?,NEI
healthfc_217,Can an extract of Desmodium promote liver health or relieve other ailments?,NEI
healthfc_218,Does the balsam apple help against infection with the human immunodeficiency virus (HIV)?,NEI
healthfc_219,Does healing clay with the clay mineral smectite help when children have diarrhea?,supported
healthfc_220,"Does a herbal combination preparation of rosemary, lovage, and centaury effectively relieve symptoms of uncomplicated cystitis?",supported
healthfc_221,"Can a herbal combination preparation of rosemary, lovage and centaury prevent recurrent cystitis in women?",NEI
healthfc_222,Can healing clay help with gastritis?,NEI
healthfc_223,Does the Indian spice paste Chyawanprash have a positive effect on adult health?,NEI
healthfc_224,Does ginger work against breast cancer?,NEI
healthfc_225,Can Theta Healing help with physical ailments and mental problems?,NEI
healthfc_226,Does taking Bacopa extract improve memory performance?,refuted
healthfc_227,"Do remedies containing the trifoliate fruit alleviate the symptoms of rheumatoid arthritis (""rheumatism"")?",supported
healthfc_228,Does thyme strengthen memory or prevent mental decline?,NEI
healthfc_229,"Does regular consumption of chia seeds reduce body weight, blood sugar levels or cholesterol?",refuted
healthfc_230,Do heat patches that heat themselves or heat pads help with pain in the neck?,NEI
healthfc_231,Do heat patches containing capsaicin help with neck pain???,refuted
healthfc_232,Do heat patches help with lower back pain?,supported
healthfc_233,Does ginger help with period pain?,supported
healthfc_234,"Can the state of health be assessed as reliably with a ""cell check"" analysis as with other diagnostic tests (for example, blood or urine analyses)?",NEI
healthfc_235,Can pain from osteoarthritis (joint wear) be relieved by arnica ointment or arnica gel?,supported
healthfc_236,Can pain from a sprained ankle be relieved by arnica ointment or arnica gel?,NEI
healthfc_237,Can sore muscles be relieved by arnica ointment or arnica gel?,refuted
healthfc_238,Can carbon dioxide in mineral water and other sparkling drinks damage teeth or cause tooth decay?,NEI
healthfc_239,"Does bark extract from maritime pine (also: ""pine bark extract"") improve the symptoms of osteoarthritis?",NEI
healthfc_240,"Is brown millet effective in favorably influencing the course of the disease in rheumatism (""rheumatoid arthritis"")?",NEI
healthfc_241,Are cannabis or substances derived from cannabis effective and safe anti-cancer agents?,NEI
healthfc_242,It is not always possible to reduce elevated cholesterol levels to a healthy level with tablets and thus minimize the risk of heart attack or stroke. Does this succeed through additional injections with PCSK9 antibodies?,supported
healthfc_243,Do vaginal suppositories containing the active ingredient imiquimod cause precancerous stages of cervical cancer to recede or disappear?,supported
healthfc_244,Is blue light treatment as effective as UV light or other established therapies for psoriasis?,NEI
healthfc_245,Does frequent consumption of potatoes increase the risk of dying from cancer?,refuted
healthfc_246,Can cancer be detected by dark field analysis (dark field microscopy) of the blood?,refuted
healthfc_247,Can dark field analysis indicate other health problems?,NEI
healthfc_248,Does kombucha have a positive effect on health?,NEI
healthfc_249,Is graviola an effective and safe treatment for cancer?,NEI
healthfc_250,Does taking preparations with fenugreek extract improve sex life or satisfaction with it?,NEI
healthfc_251,Does disulfiram improve the effectiveness of chemotherapy for cancer?,NEI
healthfc_252,Can binaural beats relieve stress or anxiety before surgery and medical treatments?,NEI
healthfc_253,Is a vegan diet healthier than a vegetarian diet?,NEI
healthfc_254,Can taking chlorophyll change mouth or body odor?,NEI
healthfc_255,Can taking chlorophyll affect the odor of urine in catheter wearers or stool in people with an artificial bowel outlet?,refuted
healthfc_256,Is the risk of bacterial or fungal infection comparable when using menstrual cups or pads?,supported
healthfc_257,"Laboratory experiments indicate that leoligin and other substances from edelweiss have a medicinal effect. However, this has not been researched in humans.",NEI
healthfc_258,Can a straight bar improve harmless tension and pain in the neck and back?,NEI
healthfc_259,Are ultrasound examinations during pregnancy safe for the health of the child?,supported
healthfc_260,Can oregano oil relieve discomfort or disease?,NEI
healthfc_261,Are Bach flower remedies effective in helping with test anxiety?,refuted
healthfc_262,Can capsules with diamine oxidase alleviate or prevent symptoms of histamine intolerance?,NEI
healthfc_263,Does magnesium help with period pain?,NEI
healthfc_264,"Does cannabis improve symptoms of Parkinson's disease, for example movement disorders?",NEI
healthfc_265,Is the dietary supplement nattokinase effective and safe as a blood thinner?,NEI
healthfc_266,"Is the Feldenkrais Method effective against pain and tension in the neck, shoulders and back?",NEI
healthfc_267,Does an alkaline bath help with neurodermatitis?,NEI
healthfc_268,"Does birch water, also called birch sap, help with health problems?",NEI
healthfc_269,Is oolong tea an effective way to lose weight?,NEI
healthfc_270,"Do Waveex and similar products reduce exposure to electromagnetic fields, for example when using a cell phone or smartphone?",NEI
healthfc_271,Can ingredients in deodorants like aluminum salts cause breast cancer?,NEI
healthfc_272,"Does the intake of black cumin improve the symptoms of asthma, e.g. shortness of breath?",NEI
healthfc_273,Do specially trained dogs reliably warn of dangerous hypoglycemia?,NEI
healthfc_274,Does taking proton pump inhibitors (PPI) increase the risk of bone fractures?,supported
healthfc_275,Can matrix therapy (also: matrix rhythm therapy) alleviate complaints of muscles and joints?,NEI
healthfc_276,Can hyposensitization by injections with allergy-causing pollen components help with hay fever?,supported
healthfc_277,Can hyposensitization by means of drops or tablets administered under the tongue help with hay fever?,supported
healthfc_278,Do Blushwood berries help against skin cancer?,NEI
healthfc_279,Can relaxation exercises and a reduction in stress slow the progression of glaucoma?,NEI
healthfc_280,Can dementia be prevented by years of orange juice consumption?,NEI
healthfc_281,Can remedies from papaya improve digestion or relieve gastrointestinal discomfort?,NEI
healthfc_282,"Are kinesiotapes effective for chronic non-specific lower back pain (""low back pain"")?",refuted
healthfc_283,Does early detection of lung cancer by trained sniffer dogs provide significant benefits to those affected?,NEI
healthfc_284,Do snoring sprays or gargle solutions help against snoring?,NEI
healthfc_285,Does Maca help with sexual problems such as erectile dysfunction or sexual aversion in men and women?,NEI
healthfc_286,Can glacier milk powder prevent hangover or relieve hangover symptoms?,NEI
healthfc_287,Can ingredients from pomegranate lower elevated blood pressure or reduce the risk of cardiovascular disease?,NEI
healthfc_288,Does regular consumption of red meat or processed meat products increase the risk of colorectal cancer?,supported
healthfc_289,Does stool transplantation help with ulcerative colitis?,supported
healthfc_290,Does stool transplantation help in Crohn's disease???,NEI
healthfc_291,"Can remedies from the iambul tree improve blood glucose control in diabetes or precursors of diabetes (""pre-diabetes"")?",NEI
healthfc_292,Does HPV vaccination reduce the risk of cervical cancer in girls?,supported
healthfc_293,Is stool transplantation effective against recurrent Clostridium difficile infections ?,supported
healthfc_294,Does the juice of the aronia berry help against cystitis?,NEI
healthfc_295,Is Intermittent Fasting suitable for reducing excess weight as well as a conventional low calorie diet?,supported
healthfc_296,"Is the risk for the brain inflammation SSPE as a consequence of measles disease greater than long assumed? That is, out of every 100,000 people infected with measles, does more than one person develop SSPE (subacute sclerosing panencephalitis) later in life?",supported
healthfc_297,Can acupuncture for labor induction trigger the onset of labor?,refuted
healthfc_298,Can switching to a higher fiber diet prevent colorectal cancer?,refuted
healthfc_299,Can perineal massage during pregnancy help prevent birth injury in first-time mothers?,supported
healthfc_300,Can cancer be effectively treated with vitamin C infusions?,NEI
healthfc_301,Are detox cures good for health?,NEI
healthfc_302,Do sweeteners increase the risk of type 2 diabetes or sugar metabolism disorders?,NEI
healthfc_303,Does flu vaccination reduce the likelihood of getting the flu (influenza)?,supported
healthfc_304,Can therapy with the radioactive gas radon noticeably alleviate pain in rheumatism-related joint inflammation (rheumatoid arthritis)?,refuted
healthfc_305,Does frankincense help with painful joint wear (osteoarthritis)?,supported
healthfc_306,"Does the extract of the plant Salacia reticulata in combination with vitamin D (""Exadipin"") help to lose weight?",NEI
healthfc_307,Does yoga reduce the impairment in everyday life caused by persistent (chronic) back pain?,supported
healthfc_308,Does yoga alleviate the severity of persistent back pain???,refuted
healthfc_309,Do laughter yoga or laughter therapy have positive health effects?,NEI
healthfc_310,Can a height-adjustable desk reduce sitting time in the office?,supported
healthfc_311,Does a diet that includes as many organic foods as possible lower the risk of cancer?,NEI
healthfc_312,Does cinnamon lower blood sugar levels in diabetes?,refuted
healthfc_313,Does sitting for long periods shorten the lifespan?,supported
healthfc_314,Does mammography screening reduce the risk of dying from breast cancer in certain age groups?,supported
healthfc_315,"Should wisdom teeth that have not or not completely grown out of the jaw and gums be removed as a precaution? Even if the ""impacted"" teeth are not causing any symptoms at the moment and no pathological changes are to be expected immediately?",NEI
healthfc_316,"Do turmeric preparations alleviate the symptoms of knee osteoarthritis (""joint wear"") better than a placebo?",NEI
healthfc_317,"Do turmeric preparations relieve the symptoms of rheumatoid arthritis (""rheumatism"") better than a placebo or painkiller???",NEI
healthfc_318,Does the intake of omega-3 fatty acids improve the clinical picture in multiple sclerosis (MS) or does this inhibit progression of the disease?,refuted
healthfc_319,Does taking vitamin A or following certain diets improve or halt the progression of multiple sclerosis (MS)?,NEI
healthfc_320,Can Botox injections prevent migraine attacks?,supported
healthfc_321,Does taking probiotics facilitate weight loss to any significant degree?,refuted
