claim_id,claim,true_label
bioasq_149,Is there an association between TERT promoter mutation and survival of glioma patients?,supported
bioasq_150,Does ziconotide bind to N-type calcium channels?,supported
bioasq_151,Is stop codon bypass possible?,supported
bioasq_152,Is the protein β1-integrin recycled?,supported
bioasq_153,Are BBS mutations involved in syndromic Hirschsprung disease?,supported
bioasq_154,Is there any software for automated analysis of immuno-histochemistry images?,supported
bioasq_155,Is TALEN being used on stem cells?,supported
bioasq_156,Is there an association between bruxism and reflux,supported
bioasq_157,Can a peptide aptamer be used as protein inhibitor?,supported
bioasq_158,Are integrins part of the extracellular matrix?,supported
bioasq_159,Is Calcium homeostasis important in cardiac physiology and pathophysiology?,supported
bioasq_160,Is the gene DUX4 epigenetically regulated in somatic cells?,supported
bioasq_161,Have hESC been tested for the treatment of age-related macular degeneration?,supported
bioasq_162,Does d-tubocurarine (d-TC) induces irreversible inhibition of nicotinic acetylcholine receptor (nAChR) at the neuromuscular junction?,refuted
bioasq_163,Is zyxin a focal adhesion protein?,supported
bioasq_164,Could DNA (cytosine-5-)-methyltransferases serve as tumour markers?,supported
bioasq_165,Is phospholamban phosphorylated by Protein kinase A?,supported
bioasq_166,Are there telemedicine applications for chronic pain management?,supported
bioasq_167,Is paramyxovirus involved in human subacute thyroiditis?,refuted
bioasq_168,Is there any link between the aurora B kinase and the polycomb protein ring1B?,supported
bioasq_169,Is CD99 encoded by MIC2 gene?,supported
bioasq_170,Has the fungus Ashbya gossypii got many nuclei that share cytoplasm?,supported
bioasq_171,Is microRNA(miRNA) 30 involved in post-ischemic cardiac remodeling?,supported
bioasq_172,Is statin use associated with improved outcomes after aneurysmal subarachnoid hemorrhage?,supported
bioasq_173,Does molindone affect body weight?,supported
bioasq_174,Is the SDHAF2 gene  encoding a protein necessary for flavination of SDHA?,supported
bioasq_175,Could Arimidex (anastrozole) cause hot flashes?,supported
bioasq_176,Are Alu elements transcribed?,supported
bioasq_177,Are chromomethylases present in animal genomes?,refuted
bioasq_178,Is low T3 syndrome related with high BNP in cardiac patients?,supported
bioasq_179,Is delayed enhancement documented in patients with non-ischemic dilated cardiomyopathy?,supported
bioasq_180,Has overexpression of sirtuins been reported to increase lifespan in budding yeast (Saccharomyces cerevisiae)?,supported
bioasq_181,Is TREM2 associated with Alzheimer's disease?,supported
bioasq_182,Does the protein mTOR regulate autophagy?,supported
bioasq_183,Has proteomics been used in the study of Pick's disease?,supported
bioasq_184,Are there any urine biomarkers for bladder cancer diagnosis?,supported
bioasq_185,Is signal transducer and activator of transcription-3 (STAT3) critical for tumor angiogenesis progression?,supported
bioasq_186,Is sumoylation implicated in myogenesis?,supported
bioasq_187,Is the Miller-Fisher syndrome considered to be a variant of Guillain-Barré?,supported
bioasq_188,Is Ctf4 involved in sister chromatid cohesion establishment?,supported
bioasq_189,Are retroviruses used for gene therapy?,supported
bioasq_190,Do lincRNAs play a role in human cancer?,supported
bioasq_191,Is there a phylogenetic analysis for HIV?,supported
bioasq_192,Are there randomised controlled trials on sevoflurane?,supported
bioasq_193,Can FOXOs modulate longevity?,supported
bioasq_194,Is there an association between FGFR3 mutation and plagiocephaly?,supported
bioasq_195,Are CD44 variants (CD44v) associated with poor prognosis of metastasis?,supported
bioasq_196,Is Bladder training an effective method to treat  urge incontinence ?,supported
bioasq_197,Do proton pump inhibitors affect thyroxine absorption?,supported
bioasq_198,Is PER3 required for CHK2 activation in human cells?,supported
bioasq_199,Are there any clinical trials of the effect of evening primrose oil on postmenopausal symptoms ?,supported
bioasq_200,Is acid alpha-glucosidase the enzyme that causes Pompe disease when mutant?,supported
bioasq_201,Is the optogenetics tool ChR2 light-sensitive?,supported
bioasq_202,Is the Prostate- Specific Antigen (PSA) test relevant only for prostate cancer?,refuted
bioasq_203,Is autism one of the characteristics of Moebius syndrome?,supported
bioasq_204,Is Sarcolipin a regulatory/inhibitory protein of the Calcium ATPase SERCA?,supported
bioasq_205,Is the circadian clock involved in ribosome biogenesis?,supported
bioasq_206,Can mutations in Calmodulin cause ventricular fibrillation?,supported
bioasq_207,Is rivaroxaban metabolized in kidneys?,supported
bioasq_208,Is Hirschsprung disease one of the characteristics of the Mowat-Wilson syndrome?,supported
bioasq_209,Is PLK2 involved in alpha-synuclein phosphorylation in the nervous system?,supported
bioasq_210,Is insulin-like growth factor-I (IGF-I) able to affect tendon protein synthesis in classic Ehlers-Danlos syndrome patients?,supported
bioasq_211,Does GC content vary markedly within a given isochore?,refuted
bioasq_212,Is tubulin acetylation involved in cell motility?,supported
bioasq_213,Can PLN mutations lead to dilated cardiomyopathy?,supported
bioasq_214,Is corpus callosum involved in the Mowat–Wilson syndrome?,supported
bioasq_215,Can NXY-059 be used for treatment of acute ischemic stroke patients?,refuted
bioasq_216,Is flibanserin effetive for Hypoactive Sexual Desire Disorder? ,supported
bioasq_217,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,refuted
bioasq_218,Is protein CXCR4 used as a prognostic marker of cancer?,supported
bioasq_219,Is transcapillary  albumin escape altered in diabetic patients?,supported
bioasq_220,Are conserved noncoding elements associated with developmental genes?,supported
bioasq_221,Is myasthenia gravis associated with osteoporosis?,supported
bioasq_222,Does a selective sweep increase genetic variation?,refuted
bioasq_223,Is indicated the use of antioxidant supplements in patients at risk for coronary artery disease?,refuted
bioasq_224,Is there evidence to suggest that triiodothyronine has neuroprotective properties in traumatic brain injury?,supported
bioasq_225,Is Lysine-specific demethylase 1 (LSD1) a critical regulator of hematopoiesis?,supported
bioasq_226,Is K-63 linked protein ubiquitination related to proteasomal degradation?,refuted
bioasq_227,Could transcription factors act as cell-cell signalling molecules?,supported
bioasq_228,is pharmacological treatment of subclinical hypothyroidism effective in reducing cardiovascular events?,refuted
bioasq_229,"Could Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT)
cause sudden cardiac death?",supported
bioasq_230,Are histone deacetylase (HDAC) inhibitors good candidates to control metastasis of solid tumors?,supported
bioasq_231,Is muscle lim protein (MLP) involved in cardiomyopathies?,supported
bioasq_232,Have 5q35 microdeletions been implicated in Sotos syndrome development?,supported
bioasq_233,Is metabolic syndrome related with cardiovascular disease?,supported
bioasq_234,Is there any functional association during viral replication between flaviviridae viral RNA depended RNA polymerase and viral helicase?,supported
bioasq_235,Are defects in recombination repair involved in carcinogenesis?,supported
bioasq_236,Are seizures among the neurological symptoms of incontinentia pigmenti?,supported
bioasq_237,Is there a genome-wide technique for the detection of R-loop formation?,supported
bioasq_238,Can bioprinting use human cells?,supported
bioasq_239,Is transcription-associated mutagenesis (TAM) related to gene expression levels?,supported
bioasq_240,Is there a pharmacogenetic test for trastuzumab?,supported
bioasq_241,Do carmustine wafers improve survival of glioblastoma patients?,supported
bioasq_242,Is Dicer part of the RISC loading complex?,supported
bioasq_243,Is hypersensitivity to DNA crosslinking agents a hallmark of Fanconi anemia?,supported
bioasq_244,Have C12orf65 mutations been associated with axonal neuropathy and optic atrophy?,supported
bioasq_245,Are psammoma bodies characteristic to meningiomas?,supported
bioasq_246,Is cystatin C or cystatin 3 used as a biomarker of kidney function?,supported
bioasq_247,Can fetal aneuploidy be detected with non-invasive prenatal testing?,supported
bioasq_248,Is dichlorphenamide effective for periodic paralysis?,supported
bioasq_249,Is nivolumab used for treatment of Non–Small-Cell Lung Cancer?,supported
bioasq_250,Does  thyroid hormone receptor beta1 affect insulin secretion?,refuted
bioasq_251,Does replication timing affect the rate of somatic mutations?,supported
bioasq_252,Is NOD1 activated in inflammation?,supported
bioasq_253,Does the histidine-rich Ca-binding protein (HRC) interact with triadin?,supported
bioasq_254,Does magnesium sulfate improve outcomes of subarachnoid hemorrhage patients?,refuted
bioasq_255,Are there plasma membrane receptors for thyroid hormones?,supported
bioasq_256,Does Rad9 interact with Aft1 in S.cerevisiae?,supported
bioasq_257,Are there any desmins present in plants?,refuted
bioasq_258,Are viruses involved in the etiology of human subacute thyroiditis?,supported
bioasq_259,Is miR-126 involved in heart failure?,supported
bioasq_260,Does resveratrol reduce cardiac remodeling?,supported
bioasq_261,Is oxalate renal excretion increased after bariatric surgery?,supported
bioasq_262,Is there a role for transcription factories in genome organization?,supported
bioasq_263,Is the length of the poly(A) tail involved in human disease?,supported
bioasq_264,Are patients with marfan syndrome at increased risk of arrhythmias?,supported
bioasq_265,Do selenoproteins and selenium play a role in prostate cancer prevention?,refuted
bioasq_266,Has protein citrullination been implicated in rheumatoid arthritis?,supported
bioasq_267,Do R-loops tend to form at sites of DNA replication?,supported
bioasq_268,Is selenium deficiency involved in autoimmune thyroid disease?,supported
bioasq_269,Is it safe to use Abatacept during pregnancy?,refuted
bioasq_270,Is STAT3 involved in EIF2AK2-dependent suppression of autophagy?,supported
bioasq_271,Are CTCF and BORIS involved in genome regulation and cancer?,supported
bioasq_272,Are Sidekick proteins members of the immunoglobulin superfamily?,supported
bioasq_273,Is there a relationship between junctin and ryanodine receptors?,supported
bioasq_274,Have mutations in the ZEB2 gene been found in any human syndrome?,supported
bioasq_275,Is JTV519 (K201) a potential drug for the prevention of arrhythmias?,supported
bioasq_276,Are the Fanconi anemia genes a part of the same signalling pathway?,supported
bioasq_277,Are there clinical trials using stem cells for the treatment of cardiac disease?,supported
bioasq_278,Is DNA methylation an epigenetic modification of chromatin related to gene expression?,supported
bioasq_279,Is Growth factor independence 1b (GFI1B) important for hematopoiesis?,supported
bioasq_280,Has Revlimid been approved by the US Food and Drug Administration?,supported
bioasq_281,Has single guide RNA been used on human cells?,supported
bioasq_282,Is Fibroblast Growth Factor 23 a phosphaturic hormone?,supported
bioasq_283,Is amoxicillin used for treatment of malnutrition in children?,supported
bioasq_284,Is it possible to purify pseudopodia to be used for proteomic analysis?,supported
bioasq_285,Is  farnesoid X receptor (FXR) a nuclear receptor?,supported
bioasq_286,Are DNA helicases involved in progeroid syndromes?,supported
bioasq_287,Is there association of matrix metalloproteinases with behaviour of pituitary adenomas?,supported
bioasq_288,Is Vitamin D deficiency in pregnant women associated with gestational diabetes?,supported
bioasq_289,Does Chromatin Immunoprecipitation (ChIP) show a bias for highly expressed loci?,supported
bioasq_290,Is clathrin involved in E-cadherin endocytosis?,supported
bioasq_291,Is Propofol used for short-term sedation?,supported
bioasq_292,Does splicing occur co-transcriptionally?,supported
bioasq_293,Are there clinical trials on stem cells in multiple sclerosis,supported
bioasq_294,Are piRNAs involved in gene silencing?,supported
bioasq_295,Can RG7112 inhibit MDM2?,supported
bioasq_296,Are there any specific antidotes for dabigatran?,refuted
bioasq_297,Are there any Decision support systems for chronic pain management ?,supported
bioasq_298,Does amiodarone affect thyroid hormone receptors in the myocardium?,supported
bioasq_299,Does thyroid hormone affect cardiac remodeling?,supported
bioasq_300,Are there any HCV replication inhibitors available?,supported
bioasq_301,Is cocaine use associated with increased risk for intracerebral hemorrhage?,supported
bioasq_302,Is miR-21 related to carcinogenesis?,supported
bioasq_303,Are thyroid hormone receptor alpha1 mutations  implicated in thyroid hormone resistance syndrome?,supported
bioasq_304,Is PLK2 involved in alpha-synuclein phosphorylation in Parkinson disease?,supported
bioasq_305,Is there evidence for somatic mosaicism in Tuberous Sclerosis?,supported
bioasq_306,Does smoking increase risk for glioblastoma?,refuted
bioasq_307,Is Wnt16b secreted in response to chemotherapy?,supported
bioasq_308,Do DNA double-strand breaks play a causal role in carcinogenesis?,supported
bioasq_309,Do conserved noncoding elements co-occur with matrix-attachment regions?,supported
bioasq_310,Are Drosophila ultraconserved elements candidate ncRNAs?,supported
bioasq_311,Does surgery for ovarian endometriomas improve fertility?,supported
bioasq_312,Are ACTA1 (alpha actin) and NEB (nebulin) genes related to nemaline myopathy?,supported
bioasq_313,Could RG7112 be used as cancer therapy?,supported
bioasq_314,Does thyroid hormone affect cardiac remodeling ?,supported
bioasq_315,Is armodafinil used for treatment of insomnia?,refuted
bioasq_316,Are there currently applications of deep learning in genomics?,supported
bioasq_317,Are CpG islands located close to housekeeping genes?,supported
bioasq_318,Is COL5A2 gene associated to ischemic heart disease?,supported
bioasq_319,Have microRNAs been implicated in pharmacogenomics? ,supported
bioasq_320,Is nicotinamide effective for skin cancer prevention?,supported
bioasq_321,Do Parkinson's disease patients experience stridor?,supported
bioasq_322,Is there an association between serum interleukin-6 concentrations and outcomes of stroke patients?,supported
bioasq_323,Could bioprinting be used in regenerative medicine against bone disease?,supported
bioasq_324,Is macroautophagy a selective degradation process?,supported
bioasq_325,Is there any link between conserved noncoding elements and alternative splicing in vertebrates?,supported
bioasq_326,Is muscle regeneration possible in mdx mice with the use of induced mesenchymal stem cells?,supported
bioasq_327,Is the SDHAF2 gene encoding a protein necessary for flavination of SDHA?,supported
bioasq_328,Is zolpidem an antibiotic?,refuted
bioasq_329,Can desvenlafaxine be used at a dose of 50mg/day?,supported
bioasq_330,Can ferric carboxymaltose be used to treat anemia in inflammatory bowel disease patients?,supported
bioasq_331,Is there any association of the chromosomal region harboring the gene ITIH3 with schizophrenia?,supported
bioasq_332,Is the regulation of Vsr endonuclease independent of the growth phase of bacteria?,refuted
bioasq_333,Are there interactomes available for POU5F1 and SOX2?,supported
bioasq_334,Is Rheumatoid Arthritis related to myopathy?,supported
bioasq_335,Is EZH2 associated with prostate cancer?,supported
bioasq_336,Is there any cross-talk between the Wnt and the Akt pathways?,supported
bioasq_337,Has the protein GFP been used in transgenesis for live protein imaging?,supported
bioasq_338,Is the Snord116 cluster associated with the Prader-Willi syndrome?,supported
bioasq_339,Is poly (ADP- ribosylation) involved in transcriptional control?,supported
bioasq_340,Is nimodipine recommended for prevention of vasospasm in aneurysmal subarachnoid hemorrhage patients?,supported
bioasq_341,Is lenvatinib effective for thyroid cancer?,supported
bioasq_342,Was tamoxifen tested for treatment of glioma patients?,supported
bioasq_343,Are there any animal models for Niemann-Pick C1 disease?,supported
bioasq_344,Does HER2 under-expression lead to favorable response to trastuzumab?,refuted
bioasq_345,Is the PTPN22 gene a biomarker for rheumatoid arthritis?,supported
bioasq_346,Can administration of the thyrotropin releasing hormone reduce fatigue in cancer patients?,supported
bioasq_347,Is curcumin a phytochemical?,supported
bioasq_348,Is Fanconi anemia presented as a genetically and clinically heterogeneous disease entity?,supported
bioasq_349,Is there evidence for de novo genesis of enhancers in vertebrates?,supported
bioasq_350,Is TNNI3K a cardiac-specific protein?,supported
bioasq_351,Is factor XI deficient in Hemophilia C?,supported
bioasq_352,Are EDNRB mutations involved in the development of Hirschsprung disease?,supported
bioasq_353,Can the apoptosis regulator BAX trigger the release of cytochrome c?,supported
bioasq_354,Are optogenetics tools used in the study and treatment of epilepsy?,supported
bioasq_355,Is micro RNA 1 (miR-1) implicated in cardiac arrhythmias?,supported
bioasq_356,Are there Conserved Noncoding Elements (CNEs) in invertebrate genomes?,supported
bioasq_357,Does thyroid hormone signaling affect microRNAs expression in the heart?,supported
bioasq_358,Do all archaea possess multiple origins of DNA replication?,refuted
bioasq_359,Is p100 the precursor protein molecule of the NF-kappaB transcription factor subunit p50?,refuted
bioasq_360,Is there a difference in the rate between gene fusion and gene fission?,supported
bioasq_361,Can cognitive behavioral therapy improve fatigue in cancer patients?,supported
bioasq_362,Is protein Fbw7 a SCF type of E3 ubiquitin ligase?,supported
bioasq_363,Is there increased incidence of incontinence in athletes?,supported
bioasq_364,Are there enhancer RNAs (eRNAs)?,supported
bioasq_365,Are conserved noncoding elements associated with the evolution of animal body plans?,supported
bioasq_366,Are DNA methylation maps applicable to the diagnosis of non-small-cell lung carcinomas?,supported
bioasq_367,Is the protein product of the cylindromatosis gene (CYLD) a deubiquitinating enzyme?,supported
bioasq_368,Has the presence of delayed enhancement been documented in athletes performing strenuous exercise?,supported
bioasq_369,Is triadin involved in cardiac function?,supported
bioasq_370,Is Mammaprint approved by the United States Food and Drug Administration?,supported
bioasq_371,Is HER2 active only when it dimerizes?,supported
bioasq_372,Are microRNA (miR) regulated through DNA methylation of their promoters?,supported
bioasq_373,Are nucleosomes positioned at DNA replication origins?,refuted
bioasq_374,Does nimotuzumab improve survival of glioblastoma patients?,supported
bioasq_375,Is there a relation between ANP and transcapillary albumin escape?,supported
bioasq_376,Can chronological age be predicted by measuring telomere length?,refuted
bioasq_377,Is there an association between c-reactive protein concentrations and outcomes of subarachnoid hemorrhage patients? ,supported
bioasq_378,Can RNASeq be used for the analysis of nascent transcripts?,supported
bioasq_379,Do RNA:DNA hybrids preferentially form in high or low GC regions?,supported
bioasq_380,Are shadow enhancers associated with development?,supported
bioasq_381,Does prudent diet reduce cardiovascular risk?,supported
bioasq_382,Is Crohn's disease (CD) linked to the consumption of refrigerated food?,supported
bioasq_383,Are there Conserved Noncoding Elements (CNEs) in plant genomes?,supported
bioasq_384,Can tetracycline affect tooth formation?,supported
bioasq_385,Could Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT) cause sudden cardiac death?,supported
bioasq_386,Does Apolipoprotein E (ApoE) have anti-inflammatory activity?,supported
bioasq_387,Is the ACE inhibitor indicated for lung cancer treatment?,refuted
bioasq_388,Are genes symmetrically distributed between leading and lagging DNA strand in bacteria?,refuted
bioasq_389,Is c-myc subject to regulation by the circadian clock?,supported
bioasq_390,is there an increase in ultrasound comets after intense exercise?,supported
bioasq_391,Can cffDNA be used for non-invasive testing?,supported
